,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.88671875,-6.09375,-4.60546875,-6.484375,-6.640625,-6.00390625
1,-6.33984375,-6.0625,-5.52734375,-6.08203125,-6.38671875,-6.1796875
2,-7.3203125,-6.30859375,-6.51171875,-5.89453125,-7.83984375,-6.75
3,-7.31640625,-6.1328125,-6.84375,-7.7890625,-8.0234375,-7.26171875
4,-6.9140625,-6.55859375,-6.0078125,-5.1953125,-8.140625,-7.1640625
5,-6.54296875,-4.78125,-6.18359375,-6.1953125,-6.234375,-5.94921875
6,-7.79296875,-6.58203125,-7.05078125,-7.6015625,-8.0390625,-7.421875
7,-6.68359375,-6.00390625,-6.44140625,-5.7109375,-5.99609375,-6.10546875
8,-7.04296875,-6.24609375,-5.578125,-5.44140625,-6.22265625,-6.31640625
9,-7.19140625,-4.75,-6.1953125,-6.14453125,-5.5625,-6.23828125
10,-7.36328125,-6.8203125,-7.390625,-6.3671875,-5.859375,-5.41015625
11,-7.77734375,-7.63671875,-5.5234375,-7.5078125,-7.6328125,-7.16015625
12,-7.32421875,-7.21484375,-6.07421875,-6.015625,-7.15234375,-6.58984375
13,-7.1484375,-5.78125,-6.26171875,-6.8515625,-6.4453125,-6.2421875
14,-7.04296875,-5.765625,-6.14453125,-6.55859375,-6.72265625,-6.08984375
15,-7.7109375,-6.72265625,-6.03125,-5.55078125,-6.50390625,-7.08984375
16,-7.5234375,-6.7265625,-6.32421875,-7.43359375,-7.66015625,-7.44921875
17,-7.359375,-6.33984375,-5.96875,-5.25390625,-5.8671875,-6.515625
18,-7.53125,-6.1484375,-6.12109375,-6.1953125,-6.33203125,-6.96875
19,-6.8515625,-5.69140625,-6.125,-5.921875,-5.796875,-5.1953125
