,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.61328125,-5.953125,-4.29296875,-5.5234375,-6.09765625,-6.00390625
1,-6.8671875,-6.25390625,-5.6484375,-4.72265625,-5.2890625,-6.1796875
2,-7.14453125,-6.55078125,-6.59375,-5.07421875,-6.84375,-6.75
3,-7.76953125,-6.21484375,-6.6484375,-6.72265625,-7.6484375,-7.26171875
4,-7.12890625,-7.29296875,-5.2109375,-4.7890625,-7.84375,-7.1640625
5,-6.765625,-4.55078125,-5.49609375,-5.49609375,-5.49609375,-5.94921875
6,-6.765625,-6.60546875,-7.56640625,-7.62109375,-7.359375,-7.421875
7,-6.328125,-6.3203125,-6.4296875,-5.45703125,-5.46484375,-6.10546875
8,-7.171875,-5.75,-4.91015625,-4.73046875,-5.56640625,-6.31640625
9,-7.30078125,-5.375,-7.23046875,-5.51171875,-6.11328125,-6.23828125
10,-6.94140625,-6.921875,-8.765625,-6.99609375,-6.0546875,-5.41015625
11,-7.47265625,-6.62109375,-4.671875,-6.77734375,-6.96484375,-7.16015625
12,-7.16796875,-8.1015625,-5.8828125,-5.72265625,-5.9375,-6.58984375
13,-7.7890625,-5.45703125,-5.5078125,-5.7265625,-5.875,-6.2421875
14,-7.23828125,-5.3984375,-5.65234375,-5.7578125,-6.2265625,-6.08984375
15,-7.60546875,-6.40234375,-5.5,-5.52734375,-7.5234375,-7.08984375
16,-6.95703125,-6.05078125,-6.0546875,-7.984375,-7.9296875,-7.44921875
17,-7.421875,-6.17578125,-5.234375,-5.26953125,-5.765625,-6.515625
18,-7.109375,-6.2109375,-6.15625,-6.14453125,-5.61328125,-6.96875
19,-6.828125,-5.25,-5.59375,-5.57421875,-4.75,-5.1953125
