target,hook,layer,cv_group_number_r2,cv_group_number_spearman,holdout_concept_r2,holdout_concept_spearman,n_samples
delta_vs_replace_with_control_number,after_injection,6,-0.9201818384016456,0.12031144528139881,-0.31605229553056424,0.43446744674467447,100
delta_vs_replace_with_control_number,after_injection,7,-0.6371796897724398,0.1457431329018571,-0.31734719114761534,0.4418961896189619,100
delta_vs_replace_with_control_number,after_injection,8,-0.7317358221398804,0.04347017280288415,-0.5101985831432287,0.36603660366036606,100
delta_vs_replace_with_control_number,after_injection,9,-0.8168552769472963,0.0762706016716442,-0.8516953262890916,0.225010501050105,100
delta_vs_replace_with_control_number,after_injection,10,-0.6736304560108866,0.15795395571998574,-0.5570263392466797,0.2518811881188119,100
delta_vs_replace_with_control_number,after_injection,11,-0.8048421506125183,0.21958252213759283,-0.5208012500961579,0.30603060306030605,100
delta_vs_replace_with_control_number,after_injection,12,-0.7267765301349867,0.19976776787167866,-0.4273487778362526,0.32122412241224124,100
delta_vs_replace_with_control_number,after_injection,13,-0.72510847299742,0.21350967800763973,-0.46403214532477066,0.2797839783978398,100
delta_vs_replace_with_control_number,after_injection,14,-0.4335198110029319,0.21744622519069234,-0.37939129131509897,0.3507830783078308,100
delta_vs_replace_with_control_number,after_injection,15,-0.3918027090397256,0.2289925171394339,-0.30161133984187805,0.36576057605760576,100
delta_vs_replace_with_control_number,after_injection,16,-0.25152562477391593,0.2712265144043012,-0.25042880994619865,0.3624602460246025,100
delta_vs_replace_with_control_number,after_injection,17,-0.43109922397793676,0.2325390207460745,-0.28570753596917053,0.36126012601260127,100
delta_vs_replace_with_control_number,after_injection,18,-0.28785851605975066,0.24192962840236099,-0.23579892228568555,0.40265226522652264,100
delta_vs_replace_with_control_number,after_injection,19,-0.18708059752356676,0.2731587887889683,-0.07428893330990971,0.46106210621062105,100
delta_vs_replace_with_control_number,after_injection,20,-0.045589488315521676,0.40514753130683645,-0.1388270291905389,0.4822922292229223,100
delta_vs_replace_with_control_number,after_injection,21,-0.11629620240486194,0.37371018835574804,-0.15145868930974538,0.47153915391539153,100
delta_vs_replace_with_control_number,after_injection,22,-0.3692085780261869,0.3020819896263233,-0.23985789395242674,0.4085328532853285,100
delta_vs_replace_with_control_number,after_injection,23,-0.3249716778498979,0.3336943837731543,-0.2827837672596236,0.43247524752475247,100
delta_vs_replace_with_control_number,after_injection,24,-0.3830877755973039,0.33126503992788703,-0.3919061783529014,0.4090609060906091,100
delta_vs_replace_with_control_number,after_injection,25,-0.34295127795071423,0.3293687706559777,-0.3051207570167238,0.40445244524452445,100
delta_vs_replace_with_control_number,after_injection,26,-0.2777840610143043,0.32728047411602684,-0.30159799453661185,0.3963036303630363,100
delta_vs_replace_with_control_number,after_injection,27,-0.19300900355735617,0.3139156345119632,-0.24998898697920824,0.4105250525052505,100
delta_vs_replace_with_control_number,after_injection,28,-0.24798001819329385,0.29658611549002567,-0.28869748132557227,0.3957875787578758,100
delta_vs_replace_with_control_number,cot_end,1,-7.547152964126305,0.18146031192898493,-16.58578526623926,0.2496009600960096,100
delta_vs_replace_with_control_number,cot_end,2,-8.821889345431066,0.3572176535255418,-11.548120460307537,0.5032703270327032,100
delta_vs_replace_with_control_number,cot_end,3,-4.668183942261282,0.30516641836426395,-5.313109520697653,0.45662166216621664,100
delta_vs_replace_with_control_number,cot_end,4,-5.961465707083401,0.2126455578942867,-6.749253473662223,0.3519111911191119,100
delta_vs_replace_with_control_number,cot_end,5,-6.931522628079313,0.2098971758670945,-5.811063107328385,0.2751275127512751,100
delta_vs_replace_with_control_number,cot_end,6,-5.422425988344518,0.056959917471852625,-5.350497245523649,0.2953135313531353,100
delta_vs_replace_with_control_number,cot_end,7,-4.459015500232929,0.20922508244559773,-4.626637519319566,0.4385838583858386,100
delta_vs_replace_with_control_number,cot_end,8,-3.106412359920941,0.1212652197681782,-3.439815206637679,0.27110711071107113,100
delta_vs_replace_with_control_number,cot_end,9,-3.8615204932501834,-0.02163900783854831,-3.5520580517368936,0.33867386738673866,100
delta_vs_replace_with_control_number,cot_end,10,-3.190059245390792,0.07838289528206269,-5.708124049650661,0.38455445544554456,100
delta_vs_replace_with_control_number,cot_end,11,-3.1403887134262467,0.09735182404489089,-4.225425993534655,0.2856165616561656,100
delta_vs_replace_with_control_number,cot_end,12,-2.40580605428117,0.1497808196478552,-2.752020377549217,0.32931293129312933,100
delta_vs_replace_with_control_number,cot_end,13,-1.6320692650627815,0.34756831225976653,-1.92513493849229,0.32626462646264626,100
delta_vs_replace_with_control_number,cot_end,14,-1.513331704920088,0.3210926321200896,-0.9223349868217112,0.3128352835283528,100
delta_vs_replace_with_control_number,cot_end,15,-1.4582229556295117,0.24881858597270304,-1.0764954238772138,0.31179117911791177,100
delta_vs_replace_with_control_number,cot_end,16,-1.400694348801347,0.2073408205317585,-0.9981547432465772,0.29122112211221124,100
delta_vs_replace_with_control_number,cot_end,17,-1.1855075774434223,0.236469578888798,-1.0513465237110688,0.28213621362136215,100
delta_vs_replace_with_control_number,cot_end,18,-0.9172783412594372,0.265032839766313,-1.1397676786174173,0.2546654665466547,100
delta_vs_replace_with_control_number,cot_end,19,-0.3734328373225786,0.2456688851984089,-0.6087010596950118,0.3570837083708371,100
delta_vs_replace_with_control_number,cot_end,20,-0.6645219644300457,0.20538454860847324,-1.2567223060026866,0.39643564356435645,100
delta_vs_replace_with_control_number,cot_end,21,-1.1088865957854583,0.2159646671732465,-0.8200494231220321,0.4542694269426943,100
delta_vs_replace_with_control_number,cot_end,22,-0.8479045493959785,0.2504148078487579,-0.7734456295865813,0.5106630663066306,100
delta_vs_replace_with_control_number,cot_end,23,-0.7871078853686588,0.36444265780663226,-0.9054622872863736,0.4943534353435344,100
delta_vs_replace_with_control_number,cot_end,24,-0.7949248001115028,0.25757980378864326,-0.44587410749866696,0.44328832883288327,100
delta_vs_replace_with_control_number,cot_end,25,-0.7900485138986932,0.35167288279819336,-0.8275246824071096,0.4151815181518152,100
delta_vs_replace_with_control_number,cot_end,26,-0.999081678012508,0.26552490816419455,-0.6923308898578031,0.4544614461446145,100
delta_vs_replace_with_control_number,cot_end,27,-0.8900880183906761,0.2434185656510481,-0.9898006561082568,0.3801140114011401,100
delta_vs_replace_with_control_number,cot_end,28,-1.4212174197958132,0.2504050602374245,-1.3242914344778653,0.4542094209420942,100
delta_vs_replace_with_control_number,probe_prefix,1,-2.420404185314929,0.170135648984615,-2.59588561199098,0.18894689468946896,100
delta_vs_replace_with_control_number,probe_prefix,2,-0.8333921847460442,0.23949328974943512,-1.2322177110102737,0.3863066306630663,100
