,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-5.87890625,-4.91796875,-4.88671875,-5.55859375,-5.609375,-6.6171875
1,-4.875,-5.609375,-6.11328125,-6.046875,-5.76171875,-6.9453125
2,-4.7890625,-4.9296875,-6.578125,-6.49609375,-6.28125,-5.859375
3,-5.3203125,-5.37109375,-6.140625,-5.80078125,-6.421875,-7.2734375
4,-5.375,-5.62109375,-7.0390625,-6.98828125,-6.94921875,-7.41015625
5,-5.65625,-6.08203125,-5.02734375,-5.30859375,-6.234375,-7.296875
6,-5.08984375,-6.9375,-6.9140625,-6.91796875,-6.91796875,-6.9609375
7,-4.87109375,-5.38671875,-6.17578125,-6.1796875,-6.63671875,-6.56640625
8,-5.55078125,-6.1640625,-6.76953125,-6.76953125,-6.76953125,-6.82421875
9,-5.2578125,-6.0390625,-6.7890625,-6.7890625,-6.7890625,-6.7421875
10,-5.125,-4.94921875,-4.5859375,-7.0,-6.59765625,-5.80078125
11,-4.61328125,-4.91796875,-5.2734375,-4.9921875,-6.53515625,-6.28125
12,-3.953125,-5.6171875,-4.890625,-6.41015625,-6.85546875,-7.578125
13,-5.73046875,-6.140625,-6.12890625,-5.6171875,-5.71875,-6.15625
14,-4.71484375,-5.01953125,-5.16015625,-6.4765625,-6.42578125,-6.47265625
15,-4.77734375,-5.0390625,-5.00390625,-5.36328125,-6.48046875,-6.140625
16,-4.90234375,-5.09765625,-5.19140625,-6.0703125,-5.95703125,-6.2265625
17,-5.28125,-5.08203125,-5.84765625,-6.10546875,-7.80078125,-7.1953125
18,-6.32421875,-7.484375,-7.66015625,-7.66015625,-7.66015625,-7.70703125
19,-4.8984375,-5.36328125,-6.22265625,-6.23828125,-6.12109375,-6.25
