,agent0_elephant,agent1_elephant,agent2_elephant
0,0.1041666666666666,0.09375,0.2708333333333333
1,0.15625,0.34375,0.0
2,0.1458333333333333,0.1041666666666666,0.0520833333333333
3,0.0416666666666666,0.0208333333333333,0.0
4,0.1458333333333333,0.1770833333333333,0.0104166666666666
5,0.1770833333333333,0.40625,0.1145833333333333
6,0.15625,0.03125,0.0208333333333333
7,0.1979166666666666,0.4583333333333333,0.0208333333333333
8,0.0625,0.1041666666666666,0.0
9,0.0625,0.1458333333333333,0.07291666666666667
