target,hook,layer,cv_group_number_r2,cv_group_number_spearman,holdout_concept_r2,holdout_concept_spearman,n_samples
delta_vs_replace_with_control_number,after_injection,16,-0.08845283654751568,-0.12045503185086961,-0.2854848175842093,0.139166334133042,100
delta_vs_replace_with_control_number,after_injection,17,-0.10020028643149659,-0.056205882394246245,-0.27979763821261794,0.1254669230936433,100
delta_vs_replace_with_control_number,after_injection,18,-0.13299717194013327,-0.018663426516759722,-0.2823827872840401,0.13773818703388435,100
delta_vs_replace_with_control_number,after_injection,19,-0.14583305059183127,-0.025818342955209756,-0.30323826908315965,0.12060042184399268,100
delta_vs_replace_with_control_number,after_injection,20,-0.19296200977821854,-0.07933921532166328,-0.31466514491444864,0.11704205533222595,100
delta_vs_replace_with_control_number,after_injection,21,-0.21756100638734255,-0.08903456468534553,-0.34384491187766986,0.08177042235387044,100
delta_vs_replace_with_control_number,after_injection,22,-0.19293421768957875,-0.04337634636561541,-0.3449442542977512,0.07784601814021878,100
delta_vs_replace_with_control_number,after_injection,23,-0.19246694660514718,-0.0189568920319144,-0.29941680213053723,0.11167150216522559,100
delta_vs_replace_with_control_number,after_injection,24,-0.19705724822794046,-0.061595077003809166,-0.30432899053303597,0.09404168629411151,100
delta_vs_replace_with_control_number,after_injection,25,-0.15381413013230483,-0.02679064698060621,-0.29717738493611745,0.10585090264344864,100
delta_vs_replace_with_control_number,after_injection,26,-0.14163554221662333,-0.007071508006026068,-0.29739095805488835,0.10237054416650986,100
delta_vs_replace_with_control_number,after_injection,27,-0.1594504821483298,-0.013458595704657116,-0.3102163516185912,0.08653491309643838,100
delta_vs_replace_with_control_number,after_injection,28,-0.16890190258990412,0.009316537830451898,-0.30236619440923995,0.09313559296649469,100
delta_vs_replace_with_control_number,after_injection,29,-0.1543799014853502,0.027151550721621905,-0.29296996044019874,0.0966099508253698,100
delta_vs_replace_with_control_number,after_injection,30,-0.15197360951981187,0.022102566556866383,-0.28231658351295685,0.10529884578158939,100
delta_vs_replace_with_control_number,after_injection,31,-0.1976940751461651,0.026424474122480064,-0.31113271977311774,0.09480376478819984,100
