,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.751953125,-6.890625,-6.1328125,-7.26953125,-7.30078125,-8.2890625
1,-3.58203125,-6.44921875,-6.6171875,-4.5078125,-4.58203125,-6.02734375
2,-3.748046875,-6.0390625,-6.75390625,-6.671875,-7.3984375,-8.046875
3,-3.1484375,-7.69140625,-8.3515625,-7.34765625,-6.44921875,-7.11328125
4,-2.798828125,-5.91796875,-8.53125,-7.32421875,-5.984375,-6.546875
5,-4.29296875,-7.51953125,-7.55859375,-7.3828125,-7.828125,-7.05078125
6,-3.921875,-7.296875,-8.3671875,-9.2734375,-9.2734375,-9.9609375
7,-5.1875,-9.0859375,-9.6171875,-8.6171875,-8.6171875,-8.6875
8,-4.33203125,-6.453125,-8.2421875,-6.6328125,-7.859375,-7.265625
9,-3.931640625,-7.3671875,-8.53125,-8.53125,-8.53125,-8.1328125
10,-5.02734375,-6.88671875,-6.390625,-6.7109375,-7.23828125,-7.21875
11,-4.921875,-7.46875,-7.20703125,-6.67578125,-6.34765625,-7.4296875
12,-4.5390625,-7.14453125,-7.515625,-7.56640625,-7.0546875,-7.30078125
13,-3.494140625,-7.671875,-9.8828125,-10.09375,-9.2421875,-8.890625
14,-4.28125,-6.8984375,-6.2109375,-7.41796875,-7.40234375,-6.80078125
15,-2.943359375,-5.35546875,-5.57421875,-6.34765625,-6.921875,-6.93359375
16,-4.10546875,-6.1484375,-5.94921875,-5.9375,-7.125,-6.1328125
17,-3.119140625,-5.96484375,-6.36328125,-6.92578125,-7.484375,-7.546875
18,-3.98828125,-6.375,-5.4296875,-6.87109375,-7.953125,-8.0390625
19,-4.51171875,-6.38671875,-6.33984375,-7.2109375,-6.87890625,-7.7421875
