,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-4.0,-6.65625,-6.18359375,-7.3359375,-7.890625,-8.2890625
1,-4.41796875,-5.83984375,-5.89453125,-4.890625,-4.78515625,-6.02734375
2,-4.65234375,-6.84765625,-7.08203125,-6.9296875,-7.640625,-8.046875
3,-3.833984375,-7.23046875,-8.140625,-7.87890625,-6.58203125,-7.11328125
4,-3.45703125,-5.7734375,-7.1640625,-6.3984375,-6.20703125,-6.546875
5,-4.29296875,-7.6953125,-7.7421875,-7.68359375,-8.484375,-7.05078125
6,-4.9375,-7.78515625,-8.5234375,-10.0078125,-9.8828125,-9.9609375
7,-6.49609375,-8.6953125,-9.109375,-8.609375,-8.4765625,-8.6875
8,-5.08984375,-6.69921875,-8.28125,-6.828125,-8.2265625,-7.265625
9,-5.2890625,-7.8203125,-8.5,-8.6484375,-8.5859375,-8.1328125
10,-4.72265625,-7.44921875,-7.96875,-7.33203125,-8.15625,-7.21875
11,-3.982421875,-6.96484375,-7.1953125,-6.41796875,-6.9140625,-7.4296875
12,-6.5234375,-7.46484375,-8.046875,-7.1484375,-7.28515625,-7.30078125
13,-4.08203125,-6.71484375,-7.89453125,-8.859375,-8.328125,-8.890625
14,-5.046875,-7.328125,-6.9609375,-7.27734375,-7.6953125,-6.80078125
15,-3.658203125,-5.52734375,-6.0390625,-6.48828125,-6.859375,-6.93359375
16,-6.44140625,-6.0234375,-6.546875,-6.3046875,-6.83984375,-6.1328125
17,-4.578125,-6.0859375,-6.2734375,-7.05859375,-7.921875,-7.546875
18,-4.515625,-5.8515625,-5.97265625,-7.6015625,-8.0234375,-8.0390625
19,-4.87890625,-6.32421875,-6.140625,-7.203125,-6.55859375,-7.7421875
