,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,0.015625,0.0833333333333333,0.0052083333333333,0.0104166666666666,0.0208333333333333,0.046875
1,0.046875,0.0520833333333333,0.0833333333333333,0.0833333333333333,0.0520833333333333,0.0572916666666666
2,0.1666666666666666,0.109375,0.09375,0.0520833333333333,0.0885416666666666,0.046875
3,0.015625,0.0520833333333333,0.09375,0.1197916666666666,0.0572916666666666,0.2135416666666666
4,0.0416666666666666,0.0989583333333333,0.0364583333333333,0.0520833333333333,0.0104166666666666,0.0260416666666666
5,0.0572916666666666,0.0677083333333333,0.0833333333333333,0.078125,0.0833333333333333,0.0625
6,0.046875,0.0052083333333333,0.375,0.0572916666666666,0.0572916666666666,0.0520833333333333
7,0.03125,0.0520833333333333,0.03125,0.0364583333333333,0.0625,0.0520833333333333
8,0.03125,0.0572916666666666,0.0677083333333333,0.03125,0.0833333333333333,0.0104166666666666
9,0.0364583333333333,0.0625,0.0833333333333333,0.1197916666666666,0.0625,0.0729166666666666
10,0.0416666666666666,0.0885416666666666,0.078125,0.0729166666666666,0.1510416666666666,0.0729166666666666
11,0.0520833333333333,0.03125,0.0208333333333333,0.0364583333333333,0.015625,0.0104166666666666
12,0.0260416666666666,0.0625,0.0572916666666666,0.0572916666666666,0.0208333333333333,0.0416666666666666
13,0.0,0.1041666666666666,0.125,0.2395833333333333,0.0625,0.0572916666666666
14,0.015625,0.171875,0.1197916666666666,0.0989583333333333,0.0052083333333333,0.0208333333333333
15,0.0729166666666666,0.0520833333333333,0.2135416666666666,0.21875,0.2604166666666667,0.0625
16,0.0364583333333333,0.078125,0.0885416666666666,0.0416666666666666,0.0208333333333333,0.03125
17,0.0677083333333333,0.1822916666666666,0.1666666666666666,0.1927083333333333,0.21875,0.125
18,0.046875,0.1458333333333333,0.1302083333333333,0.0729166666666666,0.0833333333333333,0.078125
19,0.0364583333333333,0.0729166666666666,0.0208333333333333,0.015625,0.0416666666666666,0.0
