,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-2.71875,-4.41796875,-5.515625,-6.2421875,-7.55859375,-7.98046875
1,-1.71875,-2.72265625,-5.1484375,-5.453125,-5.7734375,-5.93359375
2,-1.2724609375,-5.80859375,-6.51953125,-6.32421875,-6.11328125,-5.68359375
3,-1.021484375,-3.2109375,-2.646484375,-5.05078125,-5.390625,-2.73046875
4,-2.580078125,-1.458984375,-5.31640625,-6.67578125,-6.625,-6.5078125
5,-1.9873046875,-3.716796875,-5.34375,-4.83984375,-4.02734375,-5.48828125
6,-0.9736328125,-3.609375,-4.41015625,-4.85546875,-4.47265625,-5.72265625
7,-2.95703125,-6.28125,-6.90625,-6.87890625,-6.9375,-7.359375
8,-2.42578125,-4.3828125,-4.83203125,-6.625,-7.54296875,-8.109375
9,-0.876953125,-3.74609375,-3.94140625,-7.04296875,-7.0546875,-7.20703125
10,-2.3984375,-2.61328125,-1.5947265625,-4.07421875,-4.90234375,-3.376953125
11,-2.001953125,-2.521484375,-4.14453125,-6.51171875,-6.18359375,-6.88671875
12,-1.056640625,-2.990234375,-5.56640625,-6.5703125,-6.7578125,-6.9921875
13,-0.66552734375,-0.7431640625,-5.50390625,-5.51953125,-6.21484375,-6.66015625
14,-4.57421875,-4.01953125,-4.34765625,-4.359375,-5.87890625,-6.48046875
15,-0.74169921875,-4.24609375,-4.375,-5.8828125,-5.90234375,-5.83984375
16,-1.212890625,-5.2890625,-4.0234375,-6.29296875,-7.41796875,-5.90234375
17,-0.58447265625,-4.83984375,-5.63671875,-5.70703125,-5.59375,-4.953125
18,-1.8583984375,-4.80078125,-5.97265625,-5.78125,-6.0234375,-5.63671875
19,-2.10546875,-5.1328125,-6.76953125,-9.34375,-8.046875,-9.3828125
