,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.373046875,-4.8984375,-4.32421875,-4.921875,-4.79296875,-5.37109375
1,-3.505859375,-3.634765625,-3.3203125,-6.09375,-9.2421875,-9.703125
2,-3.384765625,-3.34375,-2.841796875,-2.197265625,-5.90234375,-3.6328125
3,-3.12109375,-5.73046875,-8.4375,-8.4375,-8.4375,-7.25390625
4,-3.408203125,-2.85546875,-4.140625,-8.0234375,-8.0234375,-7.8203125
5,-3.271484375,-2.865234375,-2.509765625,-3.943359375,-2.568359375,-2.328125
6,-3.3984375,-2.283203125,-5.99609375,-4.9765625,-4.47265625,-9.0625
7,-3.435546875,-4.6015625,-6.2421875,-8.171875,-8.3359375,-8.421875
8,-3.3046875,-2.681640625,-4.66015625,-6.99609375,-6.58984375,-7.70703125
9,-3.236328125,-2.96484375,-5.03515625,-7.7421875,-8.2578125,-8.3046875
10,-3.49609375,-6.20703125,-6.6171875,-8.2265625,-6.31640625,-6.2265625
11,-3.486328125,-3.119140625,-5.19140625,-8.046875,-7.59765625,-6.03125
12,-2.642578125,-2.828125,-6.05078125,-3.849609375,-5.54296875,-8.9140625
13,-3.076171875,-2.71875,-2.5078125,-4.07421875,-5.55859375,-5.578125
14,-2.708984375,-3.75,-4.55078125,-3.244140625,-3.8359375,-4.85546875
15,-2.953125,-4.45703125,-4.89453125,-3.771484375,-7.32421875,-8.6796875
16,-3.216796875,-2.4765625,-4.9453125,-3.283203125,-4.3671875,-3.3671875
17,-3.1015625,-2.34375,-3.115234375,-6.76953125,-7.62109375,-7.45703125
18,-3.384765625,-3.31640625,-3.859375,-6.95703125,-9.25,-7.79296875
19,-3.4140625,-3.60546875,-4.84375,-3.673828125,-4.99609375,-8.0546875
