,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.337890625,-4.21875,-4.109375,-4.1953125,-5.6796875,-5.37109375
1,-4.25,-5.03515625,-4.8828125,-5.01171875,-9.8203125,-9.703125
2,-3.54296875,-3.56640625,-2.384765625,-2.400390625,-4.234375,-3.6328125
3,-3.11328125,-6.99609375,-8.234375,-8.1796875,-8.578125,-7.25390625
4,-3.830078125,-2.751953125,-5.40625,-8.25,-8.1640625,-7.8203125
5,-3.80078125,-2.8984375,-2.6640625,-3.689453125,-2.998046875,-2.328125
6,-3.84765625,-2.673828125,-5.7421875,-5.60546875,-4.75,-9.0625
7,-3.048828125,-4.75,-7.27734375,-8.703125,-8.6328125,-8.421875
8,-3.2421875,-2.3046875,-3.39453125,-7.74609375,-6.6953125,-7.70703125
9,-3.03125,-2.978515625,-5.5546875,-7.6796875,-8.4140625,-8.3046875
10,-4.0546875,-6.265625,-7.2421875,-8.21875,-7.1640625,-6.2265625
11,-3.609375,-3.38671875,-5.3828125,-8.0625,-7.47265625,-6.03125
12,-3.3515625,-3.072265625,-7.0,-4.23046875,-6.55078125,-8.9140625
13,-3.55078125,-2.869140625,-2.759765625,-5.1015625,-7.1015625,-5.578125
14,-3.31640625,-3.21484375,-3.458984375,-4.27734375,-3.931640625,-4.85546875
15,-3.111328125,-4.08984375,-5.77734375,-4.1640625,-7.6015625,-8.6796875
16,-3.232421875,-2.5703125,-4.640625,-3.123046875,-4.1484375,-3.3671875
17,-3.32421875,-2.681640625,-2.408203125,-7.23046875,-7.9375,-7.45703125
18,-3.921875,-3.33984375,-3.125,-7.0859375,-8.265625,-7.79296875
19,-3.853515625,-4.59765625,-6.83203125,-5.1484375,-6.36328125,-8.0546875
