,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-5.5625,-6.125,-6.4921875,-8.09375,-8.0546875,-6.7734375
1,-6.09765625,-6.203125,-6.125,-7.56640625,-8.109375,-6.84765625
2,-6.3359375,-7.39453125,-8.1328125,-8.1640625,-8.3125,-6.078125
3,-5.2578125,-4.7421875,-6.46484375,-6.515625,-6.71875,-6.37109375
4,-5.578125,-5.0546875,-6.93359375,-7.74609375,-7.68359375,-7.1484375
5,-6.12109375,-6.30078125,-5.8984375,-6.56640625,-6.69921875,-6.33203125
6,-6.73046875,-6.62890625,-5.7578125,-6.3828125,-6.77734375,-7.1171875
7,-5.55078125,-4.6953125,-4.08203125,-4.44140625,-5.56640625,-6.1015625
8,-5.83203125,-6.62109375,-6.9453125,-6.9921875,-6.890625,-6.515625
9,-6.27734375,-5.25390625,-5.96484375,-7.06640625,-6.4765625,-6.6875
10,-6.953125,-7.203125,-6.8515625,-6.22265625,-5.96875,-5.35546875
11,-6.7578125,-7.2265625,-5.7578125,-6.9765625,-7.43359375,-6.53515625
12,-6.48828125,-5.64453125,-6.19921875,-7.08984375,-7.5703125,-6.95703125
13,-6.06640625,-5.9375,-6.33203125,-7.1171875,-7.0625,-6.35546875
14,-5.9140625,-6.03515625,-6.734375,-6.51171875,-6.8828125,-6.4453125
15,-6.30859375,-6.31640625,-6.77734375,-5.90625,-6.63671875,-6.6015625
16,-5.72265625,-5.5703125,-6.4453125,-6.90625,-7.19140625,-7.921875
17,-6.1875,-6.234375,-6.05078125,-5.98046875,-6.73828125,-5.98046875
18,-5.8359375,-6.06640625,-6.0859375,-5.93359375,-6.9140625,-6.04296875
19,-6.49609375,-7.33203125,-7.66015625,-8.4140625,-7.92578125,-7.16015625
