,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.15625,-5.9453125,-6.04296875,-7.51953125,-7.00390625,-6.7734375
1,-6.35546875,-4.95703125,-5.1015625,-6.84765625,-7.93359375,-6.84765625
2,-5.9765625,-6.26953125,-6.64453125,-6.5703125,-6.5703125,-6.078125
3,-6.34765625,-5.2421875,-5.578125,-6.05078125,-6.05078125,-6.37109375
4,-5.91015625,-4.84375,-5.74609375,-6.859375,-6.67578125,-7.1484375
5,-5.875,-5.86328125,-5.7734375,-6.1015625,-6.30859375,-6.33203125
6,-6.37890625,-5.8515625,-4.640625,-6.03515625,-6.6875,-7.1171875
7,-6.2421875,-4.3125,-3.58984375,-4.1171875,-5.6640625,-6.1015625
8,-5.6171875,-6.078125,-6.12109375,-6.12109375,-6.12109375,-6.515625
9,-6.62109375,-6.49609375,-5.19140625,-7.3984375,-5.83203125,-6.6875
10,-6.55078125,-7.12890625,-6.4140625,-6.265625,-5.55859375,-5.35546875
11,-6.640625,-7.390625,-7.140625,-6.26171875,-7.19140625,-6.53515625
12,-6.88671875,-5.38671875,-5.1640625,-6.5625,-8.2578125,-6.95703125
13,-6.93359375,-5.859375,-5.734375,-6.35546875,-6.35546875,-6.35546875
14,-6.12109375,-6.3671875,-6.17578125,-5.78515625,-6.0625,-6.4453125
15,-6.12890625,-6.5546875,-8.109375,-6.16796875,-5.40625,-6.6015625
16,-5.8359375,-5.66796875,-5.72265625,-6.4921875,-6.8359375,-7.921875
17,-6.3046875,-5.921875,-5.77734375,-4.95703125,-6.69921875,-5.98046875
18,-5.80859375,-5.96875,-6.97265625,-6.14453125,-6.875,-6.04296875
19,-6.828125,-7.6328125,-7.96875,-8.5703125,-7.81640625,-7.16015625
