,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-0.71142578125,-2.720703125,-1.8115234375,-1.708984375,-4.96875,-4.83984375
1,-0.5556640625,-3.466796875,-3.451171875,-3.716796875,-8.8671875,-8.828125
2,-0.6806640625,-1.3017578125,-1.611328125,-1.291015625,-3.984375,-2.96875
3,-0.77001953125,-6.66015625,-7.98046875,-7.8828125,-8.15625,-7.27734375
4,-0.8974609375,-1.486328125,-5.078125,-7.984375,-8.0703125,-7.578125
5,-0.5791015625,-1.3046875,-1.2177734375,-2.470703125,-0.99072265625,-1.4697265625
6,-0.4013671875,-1.197265625,-4.1640625,-3.537109375,-3.171875,-7.21484375
7,-0.828125,-3.392578125,-7.60546875,-8.53125,-8.5546875,-8.4453125
8,-0.78759765625,-0.8212890625,-2.83984375,-7.34765625,-6.671875,-7.69140625
9,-0.98388671875,-1.6123046875,-4.453125,-7.3984375,-7.9140625,-7.92578125
10,-0.86181640625,-6.140625,-7.3125,-7.6953125,-7.3671875,-6.3203125
11,-0.7734375,-2.08984375,-3.875,-6.6953125,-6.44140625,-5.8203125
12,-1.0478515625,-1.759765625,-5.9765625,-2.43359375,-5.60546875,-8.2421875
13,-0.80908203125,-0.71240234375,-0.431640625,-2.6484375,-5.3671875,-3.318359375
14,-0.970703125,-1.44140625,-1.9423828125,-1.30078125,-2.166015625,-5.48046875
15,-0.9306640625,-3.673828125,-5.69140625,-3.529296875,-7.6875,-7.25390625
16,-0.76123046875,-1.6787109375,-3.251953125,-0.9423828125,-1.9052734375,-1.8828125
17,-0.75439453125,-1.7587890625,-1.4248046875,-7.55859375,-7.8671875,-7.85546875
18,-1.1416015625,-2.267578125,-2.208984375,-6.5703125,-8.25,-7.8359375
19,-0.5888671875,-3.498046875,-5.76953125,-3.298828125,-4.91796875,-7.50390625
