,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.228515625,-4.9375,-5.3671875,-5.60546875,-5.921875,-6.04296875
1,-3.474609375,-4.65625,-5.1640625,-5.73828125,-6.3359375,-6.48046875
2,-7.1796875,-5.765625,-7.27734375,-7.5625,-7.57421875,-7.58203125
3,-2.904296875,-5.79296875,-6.3046875,-6.4453125,-6.26953125,-6.12890625
4,-3.66015625,-3.421875,-4.1875,-4.8984375,-6.5859375,-6.66015625
5,-3.154296875,-5.671875,-5.640625,-4.95703125,-4.66015625,-6.33984375
6,-3.033203125,-4.05859375,-5.1484375,-6.828125,-6.265625,-6.29296875
7,-3.751953125,-3.822265625,-4.50390625,-4.453125,-5.0234375,-4.59375
8,-4.09375,-5.921875,-6.33984375,-6.359375,-6.734375,-8.4375
9,-3.46484375,-4.9140625,-5.36328125,-5.7734375,-5.96875,-5.8046875
10,-4.94921875,-4.58984375,-4.41015625,-4.3984375,-5.33203125,-5.30859375
11,-3.36328125,-5.44921875,-6.875,-7.71484375,-7.80859375,-6.9296875
12,-4.328125,-5.9765625,-6.44140625,-7.51171875,-7.52734375,-6.70703125
13,-3.5390625,-3.603515625,-4.2421875,-5.6796875,-6.68359375,-6.59765625
14,-2.958984375,-4.02734375,-5.390625,-5.9921875,-6.05078125,-5.5625
15,-3.255859375,-3.87890625,-3.697265625,-5.41796875,-6.46875,-5.84765625
16,-3.06640625,-4.40625,-5.125,-6.3046875,-6.8828125,-5.86328125
17,-3.404296875,-4.69921875,-5.203125,-5.91015625,-5.765625,-5.49609375
18,-3.666015625,-6.75390625,-6.88671875,-6.8046875,-6.70703125,-6.8828125
19,-4.3203125,-5.42578125,-4.15234375,-4.4140625,-3.83984375,-5.69140625
