,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.341796875,-4.25390625,-5.34375,-5.4140625,-6.0859375,-6.04296875
1,-3.408203125,-4.79296875,-5.26171875,-5.76953125,-6.53515625,-6.48046875
2,-3.267578125,-4.0078125,-5.609375,-7.33203125,-6.44140625,-7.58203125
3,-2.998046875,-4.66015625,-6.7578125,-6.43359375,-6.34765625,-6.12890625
4,-3.537109375,-4.25390625,-3.791015625,-4.8828125,-6.73828125,-6.66015625
5,-3.4453125,-5.63671875,-6.1796875,-4.578125,-5.29296875,-6.33984375
6,-3.27734375,-3.7578125,-5.07421875,-6.72265625,-5.8046875,-6.29296875
7,-3.6640625,-3.541015625,-4.94921875,-4.75390625,-4.66015625,-4.59375
8,-4.265625,-5.46875,-6.43359375,-6.3046875,-7.3671875,-8.4375
9,-3.173828125,-4.6796875,-4.8828125,-4.94921875,-5.4453125,-5.8046875
10,-3.37109375,-4.40234375,-4.47265625,-4.51171875,-5.41796875,-5.30859375
11,-3.30078125,-4.3046875,-6.5234375,-7.01171875,-7.640625,-6.9296875
12,-3.841796875,-5.94140625,-7.40625,-6.515625,-7.7109375,-6.70703125
13,-3.107421875,-3.5390625,-4.578125,-4.91796875,-6.23828125,-6.59765625
14,-3.734375,-3.66015625,-4.8046875,-5.93359375,-5.578125,-5.5625
15,-3.150390625,-4.0078125,-3.60546875,-5.46484375,-6.39453125,-5.84765625
16,-3.40625,-3.998046875,-5.80078125,-6.515625,-6.859375,-5.86328125
17,-2.931640625,-3.416015625,-5.2109375,-5.140625,-5.87890625,-5.49609375
18,-3.76171875,-6.78515625,-7.01171875,-6.98828125,-6.98828125,-6.8828125
19,-4.4921875,-5.66015625,-3.59375,-3.73828125,-4.08203125,-5.69140625
