,agent0_elephant,agent1_elephant,agent2_elephant
0,0.4791666666666667,0.25,0.0
1,0.3645833333333333,0.4479166666666667,0.2395833333333333
2,0.2916666666666667,0.3229166666666667,0.0625
3,0.2916666666666667,0.21875,0.1145833333333333
4,0.4270833333333333,0.3125,0.125
5,0.40625,0.2708333333333333,0.0520833333333333
6,0.4166666666666667,0.0833333333333333,0.0833333333333333
7,0.28125,0.0729166666666666,0.0104166666666666
8,0.125,0.03125,0.0520833333333333
9,0.2291666666666666,0.1875,0.020833333333333332
