,agent0_kangaroo,agent1_kangaroo
0,0.1666666666666666,0.0
1,0.375,0.0
2,0.1666666666666666,0.0
3,0.2916666666666667,0.0
4,0.1666666666666666,0.0
5,0.3333333333333333,0.0
6,0.2083333333333333,0.0
8,0.4583333333333333,0.3229166666666667
9,0.3333333333333333,0.125
7,0.2135416666666666,0.0
