,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-1.84765625,-2.2890625,-2.48828125,-5.26171875,-8.7421875,-8.3984375
1,-2.091796875,-3.158203125,-2.57421875,-6.54296875,-7.1484375,-8.1171875
2,-2.25390625,-4.546875,-7.00390625,-7.0859375,-7.0859375,-7.3828125
3,-2.59765625,-6.5546875,-7.86328125,-7.1328125,-7.6171875,-7.14453125
4,-1.98046875,-3.146484375,-6.86328125,-6.8203125,-4.42578125,-8.15625
5,-2.091796875,-3.427734375,-6.9609375,-6.859375,-8.4921875,-7.62109375
6,-1.9140625,-2.55078125,-5.7734375,-7.6171875,-7.87890625,-7.1875
7,-2.013671875,-2.861328125,-2.533203125,-3.4453125,-6.4765625,-7.06640625
8,-2.201171875,-3.095703125,-4.08203125,-3.10546875,-4.06640625,-6.7421875
9,-2.109375,-6.4375,-7.84375,-7.84375,-7.84375,-7.8046875
10,-2.07421875,-3.384765625,-3.390625,-3.267578125,-6.4375,-6.7109375
11,-2.283203125,-3.447265625,-4.18359375,-4.33984375,-7.03125,-6.8984375
12,-2.166015625,-2.369140625,-3.24609375,-1.650390625,-2.251953125,-5.62890625
13,-2.197265625,-4.1171875,-4.046875,-6.1640625,-7.734375,-6.1328125
14,-1.7099609375,-4.15625,-6.2265625,-7.296875,-7.234375,-6.67578125
15,-2.041015625,-4.87890625,-6.05078125,-7.67578125,-6.91796875,-7.1484375
16,-2.083984375,-2.556640625,-2.326171875,-2.7734375,-7.1015625,-7.4140625
17,-2.34765625,-5.828125,-7.96875,-7.96875,-7.96875,-7.82421875
18,-1.9609375,-6.42578125,-7.890625,-7.890625,-7.890625,-7.44921875
19,-1.7431640625,-2.8515625,-3.01953125,-3.125,-5.875,-8.8515625
