,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-0.58447265625,-0.363037109375,-0.345703125,-0.1732177734375,-0.13916015625,-0.23779296875
1,-1.5341796875,-0.1705322265625,-0.251220703125,-0.68017578125,-0.2127685546875,-3.8203125
2,-0.2039794921875,-0.07513427734375,-0.0889892578125,-0.0810546875,-0.08978271484375,-0.186767578125
3,-0.25048828125,-0.11724853515625,-0.07440185546875,-0.0816650390625,-0.10174560546875,-0.059661865234375
4,-0.34912109375,-0.1746826171875,-0.040191650390625,-0.05712890625,-0.05804443359375,-0.061370849609375
5,-0.50439453125,-0.32666015625,-0.11492919921875,-0.134521484375,-0.221435546875,-0.162109375
6,-0.367431640625,-0.1778564453125,-0.225341796875,-0.108154296875,-0.1307373046875,-0.11907958984375
7,-0.231689453125,-0.051544189453125,-0.0697021484375,-0.0579833984375,-0.134521484375,-0.1011962890625
8,-0.304443359375,-0.0477294921875,-0.056243896484375,-0.050201416015625,-0.05596923828125,-0.0662841796875
9,-0.380859375,-0.197998046875,-0.137939453125,-0.1300048828125,-0.1416015625,-0.295166015625
10,-0.2332763671875,-0.10162353515625,-0.055816650390625,-0.05731201171875,-0.1112060546875,-0.1868896484375
11,-0.446044921875,-0.2109375,-0.125,-0.2047119140625,-0.09222412109375,-0.3955078125
12,-0.306396484375,-0.50048828125,-0.06256103515625,-0.08441162109375,-0.0762939453125,-0.1156005859375
13,-0.433349609375,-0.11505126953125,-0.05499267578125,-0.058502197265625,-0.05316162109375,-0.09417724609375
14,-0.427734375,-0.037872314453125,-0.03900146484375,-0.040557861328125,-0.034454345703125,-0.06597900390625
15,-0.310302734375,-0.12469482421875,-0.2322998046875,-0.541015625,-0.55859375,-1.21875
16,-0.578125,-0.1815185546875,-0.2376708984375,-0.1871337890625,-0.1512451171875,-0.295166015625
17,-0.339111328125,-0.11181640625,-0.056610107421875,-0.0816650390625,-0.07830810546875,-0.13623046875
18,-0.2398681640625,-0.05950927734375,-0.044158935546875,-0.06817626953125,-0.08477783203125,-0.2568359375
19,-0.345458984375,-0.08575439453125,-0.049835205078125,-0.05859375,-0.0576171875,-0.072265625
