,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.896484375,-5.25390625,-5.30078125,-7.5390625,-7.375,-6.859375
1,-3.921875,-5.234375,-7.49609375,-8.765625,-9.1796875,-7.9453125
2,-4.41015625,-5.34765625,-7.26953125,-7.08203125,-8.109375,-7.01171875
3,-4.34375,-5.171875,-5.6171875,-5.46484375,-7.703125,-7.3203125
4,-4.02734375,-4.50390625,-4.2578125,-7.2734375,-8.8671875,-6.51953125
5,-3.83984375,-6.875,-7.5859375,-7.60546875,-7.6484375,-7.17578125
6,-4.15625,-6.02734375,-6.26953125,-5.67578125,-7.9765625,-7.46484375
7,-4.27734375,-6.640625,-7.84375,-7.98828125,-8.2109375,-7.0546875
8,-5.04296875,-5.66796875,-6.05078125,-7.31640625,-7.953125,-6.0625
9,-3.798828125,-3.44140625,-5.55859375,-6.953125,-7.44921875,-7.27734375
10,-3.501953125,-5.33984375,-4.55859375,-7.28125,-7.87890625,-7.71484375
11,-4.140625,-4.46875,-6.44140625,-8.3984375,-8.765625,-8.4921875
12,-4.97265625,-5.8203125,-4.8203125,-5.5234375,-8.03125,-9.890625
13,-4.93359375,-6.03515625,-6.1875,-7.04296875,-7.14453125,-6.4921875
14,-3.94140625,-7.4140625,-8.0625,-8.03125,-7.9296875,-7.328125
15,-3.787109375,-4.796875,-7.03515625,-7.40625,-7.015625,-7.36328125
16,-4.046875,-5.13671875,-5.6875,-6.125,-7.47265625,-6.30859375
17,-3.853515625,-6.171875,-5.58984375,-5.60546875,-6.54296875,-5.8125
18,-3.904296875,-4.8984375,-7.40625,-7.90234375,-8.5,-9.8203125
19,-4.27734375,-4.71875,-5.2734375,-5.68359375,-8.1953125,-8.0234375
