,elephant,dolphin,panda,lion,kangaroo,penguin,giraffe,chimpanzee,koala,orangutan
000,-1.7302720546722412,-2.386522054672241,-3.488084554672241,-7.01152229309082,-4.68339800834633,-2.0127188488841057,-4.355532850662712,-7.644335031509371,-2.6162515743635595,-9.71466302859335
001,-0.6396272778511047,-1.57712721824646,-4.311502456665039,-5.952127456665039,-5.303689956665039,-5.679374817875214,-2.827363939868519,-5.616190671920549,-4.34317544096848,-8.452149986966106
002,-0.6464899778366089,-1.6621149778366089,-5.154302597045898,-6.826177597045898,-3.7793031930921757,-3.2008582251146436,-3.6311103996704333,-6.560552835464449,-3.6322283984627575,-9.373075484967558
003,-0.32346537709236145,-2.917215347290039,-4.378152847290039,-6.987527847290039,-4.674970626830941,-3.7094431314617395,-3.448638770089019,-6.573407888412447,-4.808996060164645,-9.05780005440647
004,-0.5108072757720947,-1.5889322757720947,-4.596744537353516,-6.581119537353516,-5.471744537353516,-5.425647552066948,-2.604725227560266,-5.91705751419056,-4.706560871942202,-8.307700037794348
005,-0.721085250377655,-2.3460853099823,-4.283585071563721,-6.486710071563721,-4.9242104291915325,-2.4928314122371376,-2.4243956632417394,-5.8851479291915325,-4.401831661933102,-9.135165095183766
006,-0.6641203165054321,-1.9766203165054321,-4.351620197296143,-7.562557697296143,-4.914120435714693,-3.9794143703766167,-2.273635496792849,-6.46880829334242,-3.5712008601403795,-8.242263316951721
007,-4.155439376831055,-2.6554393768310547,-6.827314376831055,-4.210126876831055,-7.624189615249605,-5.10761833190918,-6.038459517847514,-5.741377115249605,-6.110321764834225,-8.975801228258206
008,-0.5427960157394409,-1.480296015739441,-5.1365461349487305,-6.8084211349487305,-5.6834211349487305,-5.114440864650533,-3.457047683012206,-6.097484111785775,-5.449415138806216,-8.33187437045126
009,-0.7605936527252197,-1.3387186527252197,-4.198093414306641,-6.416843414306641,-5.127780914306641,-5.370789190987125,-2.213906032178784,-5.744969248771326,-3.9328135849209502,-8.119991779054544
