,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-4.796875,-7.3046875,-6.28125,-6.60546875,-7.625,-7.1640625
1,-4.93359375,-6.0078125,-6.68359375,-7.75390625,-8.125,-8.15625
2,-4.22265625,-6.82421875,-7.79296875,-6.9296875,-8.109375,-7.84375
3,-3.919921875,-6.8359375,-7.28515625,-6.98828125,-8.046875,-7.875
4,-4.24609375,-7.3359375,-8.2265625,-7.75390625,-7.7890625,-8.40625
5,-4.875,-6.953125,-7.171875,-7.41015625,-7.49609375,-7.2421875
6,-4.24609375,-5.7578125,-6.453125,-6.87109375,-7.859375,-7.34375
7,-4.8359375,-6.515625,-6.5,-7.44921875,-7.04296875,-7.99609375
8,-5.65234375,-7.37890625,-7.59375,-6.265625,-6.97265625,-7.98828125
9,-4.515625,-7.67578125,-7.02734375,-7.828125,-7.390625,-7.5390625
10,-4.75390625,-7.296875,-6.97265625,-7.4140625,-5.9609375,-6.109375
11,-4.09375,-7.0234375,-7.7109375,-7.515625,-8.1875,-8.203125
12,-4.75,-5.8125,-5.28515625,-5.03125,-5.92578125,-7.58203125
13,-4.73046875,-7.1875,-6.546875,-8.3671875,-7.90234375,-7.73046875
14,-4.828125,-6.71484375,-6.5234375,-7.984375,-7.984375,-8.2890625
15,-5.3203125,-6.57421875,-6.84765625,-7.13671875,-7.64453125,-6.6796875
16,-4.5625,-6.75,-7.38671875,-6.72265625,-5.80859375,-6.66796875
17,-5.12890625,-7.4375,-8.03125,-8.296875,-7.984375,-8.015625
18,-3.88671875,-6.47265625,-7.6796875,-6.515625,-7.33203125,-8.578125
19,-5.34375,-6.03515625,-6.171875,-7.5078125,-6.66796875,-6.3515625
