,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-5.05078125,-7.19921875,-7.40234375,-7.5546875,-7.9140625,-7.1640625
1,-5.359375,-6.26171875,-6.08984375,-7.92578125,-7.87890625,-8.15625
2,-5.234375,-6.7578125,-8.0234375,-7.19921875,-7.94921875,-7.84375
3,-5.05859375,-6.94140625,-7.328125,-7.30859375,-7.92578125,-7.875
4,-4.1796875,-7.37109375,-8.578125,-8.15625,-7.91796875,-8.40625
5,-6.90625,-7.3359375,-7.2421875,-7.42578125,-8.140625,-7.2421875
6,-5.0390625,-5.53515625,-7.33984375,-6.98828125,-7.8046875,-7.34375
7,-5.55078125,-7.1015625,-7.00390625,-7.890625,-7.70703125,-7.99609375
8,-6.08203125,-7.0859375,-7.44921875,-6.24609375,-7.50390625,-7.98828125
9,-5.04296875,-7.01953125,-6.859375,-7.8359375,-7.51953125,-7.5390625
10,-4.96875,-6.94140625,-7.0390625,-7.18359375,-5.9453125,-6.109375
11,-5.1328125,-7.24609375,-7.95703125,-7.43359375,-8.125,-8.203125
12,-4.85546875,-6.8671875,-6.12890625,-5.59375,-5.37109375,-7.58203125
13,-5.4375,-6.765625,-7.28125,-8.1875,-7.40625,-7.73046875
14,-5.65234375,-6.77734375,-7.03515625,-8.40625,-8.578125,-8.2890625
15,-5.59765625,-5.87109375,-6.62109375,-6.828125,-7.5625,-6.6796875
16,-4.953125,-6.1171875,-7.015625,-6.7265625,-6.359375,-6.66796875
17,-5.67578125,-7.890625,-8.34375,-8.40625,-7.875,-8.015625
18,-4.359375,-7.5234375,-8.3203125,-7.19921875,-8.0234375,-8.578125
19,-5.78515625,-6.4765625,-6.83203125,-8.0546875,-7.73828125,-6.3515625
