,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.59130859375,-0.9033203125,-0.85546875,-0.66064453125,-0.459228515625,-1.8173828125
1,-0.7333984375,-0.62109375,-0.78076171875,-3.82421875,-3.875,-4.24609375
2,-0.8291015625,-1.3916015625,-3.361328125,-3.693359375,-2.9609375,-5.69921875
3,-0.67919921875,-6.27734375,-6.859375,-6.859375,-6.82421875,-5.88671875
4,-1.0341796875,-1.669921875,-1.0595703125,-4.86328125,-4.75,-5.0
5,-0.84521484375,-1.05859375,-0.81591796875,-4.51953125,-4.1796875,-3.576171875
6,-0.53857421875,-0.7724609375,-1.193359375,-1.287109375,-3.390625,-3.716796875
7,-0.78173828125,-1.0927734375,-1.4228515625,-3.130859375,-3.904296875,-4.078125
8,-0.69140625,-3.681640625,-4.3984375,-4.265625,-4.7890625,-4.47265625
9,-0.927734375,-0.76806640625,-0.513671875,-2.66796875,-2.7421875,-3.431640625
10,-1.2626953125,-0.62548828125,-2.63671875,-4.94921875,-4.71484375,-4.09375
11,-0.87353515625,-0.849609375,-2.029296875,-4.109375,-3.923828125,-4.65234375
12,-0.77001953125,-4.0625,-3.029296875,-4.26171875,-4.27734375,-4.5625
13,-0.72705078125,-1.451171875,-2.810546875,-2.52734375,-2.544921875,-3.326171875
14,-0.93212890625,-1.638671875,-2.443359375,-3.6171875,-4.15625,-6.08984375
15,-1.30078125,-0.64697265625,-1.1494140625,-4.16015625,-4.4375,-4.7421875
16,-0.59326171875,-1.4609375,-3.681640625,-4.71875,-5.41796875,-5.7734375
17,-0.59912109375,-0.75244140625,-2.564453125,-4.19921875,-4.6953125,-4.91796875
18,-1.0673828125,-0.7646484375,-0.60693359375,-3.52734375,-4.1328125,-3.646484375
19,-0.56298828125,-0.8466796875,-3.97265625,-4.25390625,-3.814453125,-4.8125
