,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.708984375,-6.29296875,-7.30859375,-5.9765625,-7.33203125,-7.51171875
1,-4.1484375,-6.5625,-5.87890625,-6.08203125,-5.6875,-7.015625
2,-3.912109375,-6.1953125,-6.72265625,-7.52734375,-6.99609375,-7.94140625
3,-3.8203125,-6.828125,-5.9921875,-7.53125,-7.92578125,-8.4140625
4,-4.15234375,-8.015625,-8.0234375,-8.6171875,-8.6171875,-8.0390625
5,-4.8515625,-7.2265625,-7.875,-7.1640625,-7.55859375,-7.56640625
6,-3.92578125,-6.78515625,-7.51171875,-7.6015625,-7.34765625,-7.73046875
7,-4.734375,-6.44921875,-6.65625,-6.73828125,-5.51171875,-6.9921875
8,-5.00390625,-7.171875,-7.4140625,-7.1875,-7.125,-7.82421875
9,-5.16796875,-6.1953125,-6.6328125,-7.90234375,-8.1640625,-7.640625
10,-4.828125,-7.3203125,-8.4140625,-8.4453125,-8.4296875,-7.76171875
11,-4.4375,-7.45703125,-8.734375,-8.6953125,-7.53515625,-7.9609375
12,-4.0703125,-6.19140625,-6.21484375,-7.71484375,-7.26953125,-6.13671875
13,-4.16015625,-7.6484375,-7.12109375,-6.80859375,-7.6953125,-7.625
14,-4.53515625,-7.07421875,-6.75390625,-8.40625,-8.7109375,-8.1171875
15,-3.732421875,-6.20703125,-7.16015625,-5.9453125,-7.42578125,-6.86328125
16,-4.37890625,-6.66796875,-5.60546875,-6.77734375,-7.93359375,-7.55078125
17,-3.82421875,-6.34765625,-7.5625,-8.125,-8.1796875,-8.265625
18,-4.2109375,-5.66015625,-6.83984375,-7.87890625,-7.87890625,-8.5546875
19,-4.34765625,-6.35546875,-6.6171875,-7.69140625,-7.31640625,-7.2265625
