,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.462890625,-5.515625,-7.31640625,-5.13671875,-6.96484375,-7.51171875
1,-4.2421875,-6.72265625,-6.31640625,-6.3671875,-5.82421875,-7.015625
2,-4.171875,-7.0390625,-7.19921875,-7.51953125,-7.328125,-7.94140625
3,-4.08984375,-6.5546875,-6.13671875,-7.83984375,-8.3359375,-8.4140625
4,-4.234375,-9.0234375,-8.4765625,-8.71875,-8.4609375,-8.0390625
5,-4.42578125,-7.03515625,-7.62890625,-7.58203125,-7.58984375,-7.56640625
6,-4.19140625,-6.6484375,-7.37109375,-7.71875,-7.76171875,-7.73046875
7,-4.23046875,-6.9296875,-6.91015625,-7.43359375,-7.3984375,-6.9921875
8,-5.41015625,-7.41796875,-7.59375,-7.1640625,-7.20703125,-7.82421875
9,-5.2421875,-6.9296875,-7.40625,-7.7265625,-7.96875,-7.640625
10,-4.68359375,-7.58984375,-7.87890625,-7.71875,-7.68359375,-7.76171875
11,-5.16796875,-8.0703125,-8.984375,-9.609375,-7.81640625,-7.9609375
12,-5.6953125,-6.14453125,-6.6875,-7.2265625,-6.66796875,-6.13671875
13,-3.244140625,-8.109375,-7.375,-7.3671875,-7.89453125,-7.625
14,-5.0390625,-7.16015625,-7.00390625,-8.1484375,-8.5234375,-8.1171875
15,-3.44921875,-6.37109375,-6.8984375,-5.65234375,-7.359375,-6.86328125
16,-4.27734375,-6.46484375,-6.05859375,-7.25,-7.8125,-7.55078125
17,-4.1484375,-7.73046875,-8.109375,-8.578125,-8.4609375,-8.265625
18,-3.943359375,-6.98046875,-6.8203125,-7.8984375,-8.09375,-8.5546875
19,-5.28515625,-7.0625,-6.33984375,-7.2578125,-6.2578125,-7.2265625
