,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,0.0,0.0,0.0,0.0520833333333333,0.0625,0.03125
1,0.0052083333333333,0.0104166666666666,0.0,0.0052083333333333,0.015625,0.03125
2,0.0,0.0,0.0,0.0,0.0208333333333333,0.0260416666666666
3,0.0,0.0,0.0052083333333333,0.0,0.0,0.0
4,0.0052083333333333,0.0052083333333333,0.0104166666666666,0.0,0.0052083333333333,0.0
5,0.0052083333333333,0.0,0.0,0.03125,0.0572916666666666,0.015625
6,0.0052083333333333,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0104166666666666,0.1145833333333333,0.0572916666666666
8,0.0052083333333333,0.0,0.0,0.0,0.0,0.0104166666666666
9,0.0,0.0052083333333333,0.0260416666666666,0.0,0.078125,0.0260416666666666
10,0.0,0.0,0.0104166666666666,0.0,0.0,0.0208333333333333
11,0.0,0.0,0.015625,0.0,0.0052083333333333,0.03125
12,0.0,0.0,0.0,0.0572916666666666,0.0,0.0208333333333333
13,0.0,0.0,0.0,0.0,0.0052083333333333,0.0052083333333333
14,0.0,0.0,0.0,0.109375,0.015625,0.0260416666666666
15,0.0,0.0,0.0,0.109375,0.078125,0.0520833333333333
16,0.0,0.0,0.0,0.03125,0.0,0.0052083333333333
17,0.0,0.0104166666666666,0.0104166666666666,0.0520833333333333,0.0572916666666666,0.0052083333333333
18,0.0,0.0,0.0,0.265625,0.171875,0.0520833333333333
19,0.0,0.0260416666666666,0.0208333333333333,0.0,0.0208333333333333,0.010416666666666666
