,agent0_elephant,agent1_elephant,agent2_elephant
0,0.1944444444444444,0.0138888888888888,0.0138888888888888
1,0.3472222222222222,0.1805555555555555,0.0416666666666666
2,0.1805555555555555,0.5694444444444444,0.0555555555555555
3,0.5,0.0833333333333333,0.0972222222222222
4,0.2916666666666667,0.3333333333333333,0.4027777777777778
5,0.1944444444444444,0.2916666666666667,0.0138888888888888
6,0.2083333333333333,0.1527777777777778,0.0277777777777777
7,0.375,0.0555555555555555,0.0
8,0.2777777777777778,0.3194444444444444,0.0416666666666666
9,0.5277777777777778,0.1527777777777778,0.0
