,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-0.134765625,-4.1484375,-5.6640625,-7.7578125,-6.72265625,-8.1328125
1,-0.394287109375,-6.67578125,-7.90234375,-7.55859375,-6.86328125,-7.07421875
2,-0.258544921875,-5.94140625,-6.9375,-6.390625,-7.07421875,-7.17578125
3,-0.276611328125,-5.01171875,-4.62109375,-6.31640625,-7.42578125,-7.48046875
4,-0.59912109375,-7.48046875,-8.140625,-8.7421875,-8.8359375,-7.890625
5,-0.44384765625,-2.947265625,-2.46875,-5.5390625,-5.26171875,-5.44921875
6,-0.291748046875,-2.623046875,-5.421875,-6.6953125,-6.90625,-6.39453125
7,-1.1591796875,-3.1484375,-5.85546875,-5.83984375,-6.515625,-6.3828125
8,-1.1748046875,-5.55078125,-6.71875,-7.48828125,-7.359375,-7.1796875
9,-0.1947021484375,-1.740234375,-2.818359375,-6.01953125,-6.8515625,-6.31640625
10,-0.28173828125,-6.54296875,-7.68359375,-8.125,-8.0703125,-7.8984375
11,-0.7265625,-3.55078125,-5.6953125,-5.1171875,-7.09375,-7.0390625
12,-0.47607421875,-4.25390625,-4.6328125,-4.83203125,-4.78125,-5.5390625
13,-0.1466064453125,-5.15625,-6.34375,-7.76171875,-8.25,-7.546875
14,-1.0322265625,-6.18359375,-7.1484375,-7.90234375,-8.2734375,-8.359375
15,-0.537109375,-5.45703125,-7.12109375,-7.7421875,-7.546875,-7.25
16,-0.25537109375,-6.7890625,-7.546875,-8.2421875,-8.4765625,-7.72265625
17,-0.276123046875,-4.53515625,-6.67578125,-6.6953125,-7.2890625,-6.26953125
18,-0.296875,-6.5078125,-6.58203125,-7.23046875,-7.34765625,-6.36328125
19,-0.2646484375,-5.12890625,-4.234375,-5.26953125,-5.2421875,-5.9140625
