,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-2.818359375,-3.54296875,-3.49609375,-4.0625,-3.5703125,-4.3046875
1,-3.0,-3.880859375,-4.01171875,-4.1015625,-4.84375,-5.62890625
2,-3.1640625,-3.8359375,-4.23828125,-7.01953125,-7.578125,-7.703125
3,-2.78125,-3.5625,-6.46875,-8.390625,-7.328125,-7.703125
4,-2.8359375,-3.798828125,-4.16015625,-6.828125,-7.66015625,-7.13671875
5,-2.78125,-3.25390625,-3.75390625,-7.3203125,-5.83203125,-6.859375
6,-2.984375,-5.1328125,-6.8671875,-8.4140625,-8.4140625,-7.69140625
7,-2.982421875,-4.0234375,-2.58203125,-4.6796875,-6.140625,-6.6484375
8,-2.84375,-4.3515625,-3.97265625,-5.5625,-7.63671875,-7.74609375
9,-2.8671875,-5.21484375,-4.4375,-7.77734375,-7.984375,-8.5
10,-3.16015625,-3.65234375,-4.19140625,-6.578125,-7.07421875,-7.06640625
11,-3.1328125,-4.58203125,-2.875,-3.99609375,-8.2890625,-10.4375
12,-2.80078125,-4.3203125,-4.4921875,-4.91796875,-7.34375,-7.53515625
13,-2.89453125,-4.21875,-3.705078125,-3.720703125,-6.27734375,-5.79296875
14,-2.875,-2.984375,-6.97265625,-6.99609375,-5.37890625,-5.84375
15,-2.9921875,-3.841796875,-6.5546875,-8.234375,-7.9140625,-7.36328125
16,-2.763671875,-3.494140625,-4.6171875,-3.49609375,-4.609375,-7.01171875
17,-2.931640625,-5.06640625,-6.6171875,-6.12109375,-7.19921875,-6.4140625
18,-2.990234375,-3.486328125,-6.3828125,-5.34375,-8.34375,-7.859375
19,-2.841796875,-3.83203125,-5.515625,-3.923828125,-8.109375,-7.72265625
