,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,0.2083333333333333,0.03125,0.0260416666666666,0.203125,0.078125,0.03125
1,0.09375,0.125,0.1614583333333333,0.203125,0.0208333333333333,0.0
2,0.1510416666666666,0.0104166666666666,0.0052083333333333,0.0052083333333333,0.0,0.0
3,0.265625,0.0885416666666666,0.0885416666666666,0.0,0.0520833333333333,0.0260416666666666
4,0.4947916666666667,0.0572916666666666,0.0416666666666666,0.0,0.0,0.0
5,0.2916666666666667,0.2291666666666666,0.3854166666666667,0.0416666666666666,0.125,0.0
6,0.25,0.125,0.0,0.0,0.0,0.0
7,0.1041666666666666,0.3072916666666667,0.0104166666666666,0.0104166666666666,0.0,0.0052083333333333
8,0.1979166666666666,0.0677083333333333,0.0572916666666666,0.0,0.0,0.0
9,0.171875,0.1302083333333333,0.0208333333333333,0.0,0.0,0.0
10,0.0729166666666666,0.0104166666666666,0.0052083333333333,0.0,0.0,0.0
11,0.25,0.203125,0.5989583333333334,0.1510416666666666,0.0,0.0
12,0.2291666666666666,0.6614583333333334,0.0208333333333333,0.0052083333333333,0.0,0.0
13,0.0625,0.0572916666666666,0.4635416666666667,0.0052083333333333,0.0,0.0104166666666666
14,0.234375,0.140625,0.0,0.0,0.0,0.0104166666666666
15,0.1302083333333333,0.0833333333333333,0.0,0.0,0.0,0.0
16,0.1875,0.0260416666666666,0.0677083333333333,0.015625,0.0052083333333333,0.0052083333333333
17,0.1041666666666666,0.0,0.0,0.0104166666666666,0.0,0.0052083333333333
18,0.21875,0.0572916666666666,0.0364583333333333,0.0,0.0,0.0052083333333333
19,0.2239583333333333,0.4375,0.1510416666666666,0.03125,0.0,0.0
