,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.208984375,-4.20703125,-4.88671875,-4.20703125,-6.8984375,-6.86328125
1,-3.849609375,-4.27734375,-6.62890625,-6.640625,-6.8359375,-6.87890625
2,-3.283203125,-3.828125,-6.21484375,-5.49609375,-6.6328125,-6.96484375
3,-3.150390625,-4.30859375,-5.078125,-6.96875,-6.73046875,-7.01171875
4,-3.39453125,-4.82421875,-6.453125,-7.0390625,-7.359375,-5.9609375
5,-3.1015625,-4.0234375,-5.54296875,-6.19921875,-6.46484375,-6.33203125
6,-3.73046875,-3.81640625,-3.734375,-5.91015625,-6.4765625,-6.484375
7,-2.970703125,-4.5390625,-5.5625,-6.20703125,-5.5625,-5.23046875
8,-4.16015625,-5.19921875,-6.125,-7.33984375,-7.75390625,-8.2109375
9,-3.208984375,-3.716796875,-6.390625,-6.82421875,-6.82421875,-6.24609375
10,-3.189453125,-4.7421875,-3.8203125,-5.3203125,-4.65625,-5.921875
11,-4.07421875,-4.64453125,-5.3984375,-5.9296875,-6.98828125,-7.16015625
12,-4.0390625,-4.11328125,-6.28515625,-6.3828125,-7.31640625,-6.85546875
13,-3.681640625,-4.796875,-6.125,-6.7734375,-6.7734375,-6.16015625
14,-3.458984375,-4.30078125,-6.14453125,-5.375,-5.5546875,-6.37109375
15,-2.9453125,-3.0859375,-4.9375,-4.296875,-4.6640625,-5.94140625
16,-3.44921875,-4.21484375,-4.75390625,-6.01953125,-6.6171875,-5.703125
17,-3.271484375,-5.39453125,-7.23046875,-7.2890625,-7.2890625,-7.61328125
18,-3.427734375,-5.26171875,-6.21875,-6.76953125,-6.9609375,-5.50390625
19,-3.2109375,-3.7265625,-4.61328125,-5.89453125,-6.515625,-6.58984375
