,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,0.0208333333333333,0.0729166666666666,0.03125,0.0104166666666666,0.03125,0.0104166666666666
1,0.0104166666666666,0.0052083333333333,0.03125,0.0208333333333333,0.03125,0.0104166666666666
2,0.0052083333333333,0.0104166666666666,0.0052083333333333,0.0,0.0,0.0104166666666666
3,0.0104166666666666,0.0364583333333333,0.0208333333333333,0.03125,0.0,0.0052083333333333
4,0.015625,0.0364583333333333,0.0208333333333333,0.015625,0.0,0.0416666666666666
5,0.0416666666666666,0.0364583333333333,0.015625,0.046875,0.0208333333333333,0.0572916666666666
6,0.0260416666666666,0.1145833333333333,0.09375,0.0104166666666666,0.0104166666666666,0.0208333333333333
7,0.0260416666666666,0.0052083333333333,0.0208333333333333,0.0052083333333333,0.03125,0.015625
8,0.0,0.0520833333333333,0.015625,0.0,0.0,0.0
9,0.015625,0.0520833333333333,0.0729166666666666,0.0208333333333333,0.0208333333333333,0.0520833333333333
10,0.0208333333333333,0.0104166666666666,0.0260416666666666,0.1145833333333333,0.2291666666666666,0.0052083333333333
11,0.0625,0.0729166666666666,0.0572916666666666,0.0052083333333333,0.03125,0.015625
12,0.03125,0.0572916666666666,0.0260416666666666,0.0104166666666666,0.0104166666666666,0.0625
13,0.0052083333333333,0.0208333333333333,0.015625,0.0104166666666666,0.0260416666666666,0.0364583333333333
14,0.0052083333333333,0.0520833333333333,0.0208333333333333,0.0416666666666666,0.0104166666666666,0.0208333333333333
15,0.0104166666666666,0.0208333333333333,0.0052083333333333,0.0208333333333333,0.0052083333333333,0.0729166666666666
16,0.0520833333333333,0.0104166666666666,0.0260416666666666,0.0052083333333333,0.0104166666666666,0.0208333333333333
17,0.015625,0.03125,0.0052083333333333,0.0208333333333333,0.015625,0.0364583333333333
18,0.0052083333333333,0.0625,0.0416666666666666,0.03125,0.0208333333333333,0.125
19,0.03125,0.0677083333333333,0.0416666666666666,0.015625,0.015625,0.026041666666666668
