,agent0_elephant,agent0_dolphin,agent0_panda,agent0_lion,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_chimpanzee,agent0_koala,agent0_orangutan,agent1_elephant,agent1_dolphin,agent1_panda,agent1_lion,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_chimpanzee,agent1_koala,agent1_orangutan,agent2_elephant,agent2_dolphin,agent2_panda,agent2_lion,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_chimpanzee,agent2_koala,agent2_orangutan,agent3_elephant,agent3_dolphin,agent3_panda,agent3_lion,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_chimpanzee,agent3_koala,agent3_orangutan,agent4_elephant,agent4_dolphin,agent4_panda,agent4_lion,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_chimpanzee,agent4_koala,agent4_orangutan,agent5_elephant,agent5_dolphin,agent5_panda,agent5_lion,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_chimpanzee,agent5_koala,agent5_orangutan
0,-2.75390625,-3.69921875,-5.19140625,-7.17578125,-3.34765625,-2.662109375,-1.19921875,-7.58984375,-5.57421875,-7.58203125,-1.330078125,-1.564453125,-5.015625,-6.1015625,-4.75,-3.97265625,-1.111328125,-5.1875,-4.8671875,-6.4921875,-1.3125,-0.484130859375,-5.875,-6.9140625,-7.2890625,-7.5234375,-3.9296875,-5.7109375,-7.140625,-6.4921875,-1.8505859375,-0.31982421875,-6.5546875,-7.3046875,-7.9921875,-9.6796875,-4.6875,-6.0234375,-8.3828125,-6.6015625,-1.880859375,-0.255859375,-6.5078125,-7.6328125,-8.125,-9.8203125,-4.9296875,-6.4140625,-8.609375,-7.1953125,-2.26953125,-0.223388671875,-6.90234375,-7.73046875,-7.87109375,-9.09375,-4.76953125,-6.78515625,-8.3203125,-6.66796875
1,-4.48828125,-5.05859375,-5.69140625,-7.25390625,-3.224609375,-2.6640625,-1.0673828125,-8.078125,-5.84765625,-8.484375,-2.80078125,-1.5048828125,-4.59765625,-6.99609375,-3.56640625,-4.5859375,-0.6611328125,-6.06640625,-4.26953125,-6.53515625,-2.626953125,-0.314208984375,-5.71875,-7.2109375,-5.15625,-7.515625,-2.330078125,-5.6015625,-5.78125,-5.875,-2.474609375,-0.2249755859375,-6.484375,-7.90625,-6.859375,-8.90625,-3.427734375,-6.0625,-7.59375,-6.5625,-2.70703125,-0.1756591796875,-6.34765625,-8.34375,-6.58203125,-8.953125,-3.51953125,-6.40234375,-7.03515625,-6.54296875,-3.029296875,-0.231689453125,-5.94921875,-7.80078125,-6.13671875,-7.734375,-3.029296875,-6.39453125,-6.32421875,-6.26953125
2,-2.5390625,-3.5859375,-5.125,-7.5078125,-2.9453125,-3.4453125,-0.7900390625,-7.375,-5.09375,-7.2421875,-1.33984375,-1.08984375,-5.05078125,-7.54296875,-4.72265625,-4.89453125,-1.38671875,-6.33984375,-5.74609375,-6.94140625,-1.642578125,-0.392578125,-6.4453125,-8.21875,-7.3359375,-8.875,-3.017578125,-5.5703125,-7.78125,-6.9296875,-2.48046875,-0.1524658203125,-7.16015625,-8.4140625,-8.484375,-11.3984375,-4.76953125,-6.78515625,-8.921875,-7.56640625,-2.935546875,-0.1224365234375,-7.54296875,-9.0,-8.7890625,-11.484375,-5.50390625,-7.19921875,-9.1796875,-7.89453125,-2.591796875,-0.185546875,-7.57421875,-8.296875,-8.46875,-10.375,-5.12890625,-6.91796875,-8.734375,-7.33203125
3,-2.1796875,-3.8125,-5.0390625,-5.8984375,-3.109375,-2.576171875,-0.60107421875,-6.9921875,-5.234375,-8.1484375,-1.83984375,-2.02734375,-4.95703125,-6.87109375,-5.00390625,-5.5390625,-0.54296875,-6.00390625,-4.68359375,-6.69921875,-2.923828125,-2.994140625,-5.3828125,-6.6953125,-4.875,-4.9140625,-0.30615234375,-6.53125,-4.734375,-6.1484375,-1.7890625,-0.320068359375,-6.0859375,-6.78125,-8.125,-10.46875,-4.046875,-6.015625,-8.078125,-6.6796875,-2.57421875,-0.1673583984375,-7.18359375,-7.94921875,-9.0390625,-11.9453125,-5.23046875,-6.88671875,-9.0078125,-7.08984375,-1.953125,-0.250244140625,-7.1640625,-7.4296875,-9.078125,-11.6328125,-4.8984375,-6.8515625,-8.78125,-6.7265625
4,-1.6826171875,-3.20703125,-5.16015625,-6.34765625,-3.04296875,-2.203125,-1.2138671875,-7.33984375,-5.37109375,-7.68359375,-1.7744140625,-1.1337890625,-5.4609375,-7.5,-3.806640625,-5.30078125,-0.93115234375,-6.8671875,-5.296875,-7.1484375,-2.44140625,-0.25439453125,-5.50390625,-6.44921875,-4.98046875,-7.83203125,-3.14453125,-6.30859375,-5.94921875,-7.98828125,-1.9892578125,-0.28662109375,-5.93359375,-6.11328125,-6.69921875,-9.6328125,-3.849609375,-6.35546875,-7.49609375,-7.54296875,-1.970703125,-0.267822265625,-6.37890625,-6.75390625,-7.67578125,-10.4296875,-4.69140625,-6.36328125,-8.09375,-8.046875,-2.078125,-0.4228515625,-6.2265625,-6.859375,-6.8203125,-9.1640625,-3.71875,-6.1953125,-6.8359375,-7.6328125
5,-3.271484375,-4.63671875,-5.95703125,-7.30859375,-3.599609375,-2.30078125,-2.396484375,-7.87109375,-6.12890625,-9.3515625,-2.689453125,-0.337158203125,-5.453125,-8.046875,-4.859375,-6.36328125,-2.908203125,-6.3359375,-5.25,-7.3984375,-4.59375,-1.7734375,-6.578125,-8.90625,-5.546875,-7.2890625,-4.8984375,-7.7890625,-6.0859375,-8.8203125,-3.99609375,-1.06640625,-5.56640625,-9.515625,-5.14453125,-6.4375,-4.77734375,-7.70703125,-5.74609375,-9.296875,-2.669921875,-0.2330322265625,-5.484375,-8.65625,-6.1328125,-8.609375,-3.552734375,-6.859375,-5.7109375,-7.28125,-2.568359375,-0.1923828125,-5.50390625,-8.6484375,-6.33984375,-6.734375,-4.46484375,-6.51171875,-5.97265625,-8.1171875
6,-3.3515625,-3.953125,-6.125,-7.515625,-3.2734375,-3.21875,-0.515625,-7.6953125,-5.40625,-7.046875,-2.71484375,-0.65185546875,-6.34765625,-7.02734375,-6.48828125,-9.390625,-2.66796875,-6.09765625,-6.33984375,-5.71484375,-2.86328125,-0.285888671875,-7.01953125,-8.03125,-7.73828125,-10.0625,-4.41015625,-6.76953125,-7.92578125,-6.76171875,-2.8359375,-0.257080078125,-7.2109375,-8.1953125,-8.0625,-10.6328125,-4.78125,-6.8046875,-8.21875,-6.7734375,-2.587890625,-0.2919921875,-7.02734375,-7.93359375,-7.75390625,-10.234375,-4.30859375,-6.54296875,-8.0234375,-6.66015625,-2.552734375,-0.6630859375,-6.90625,-7.6875,-7.2734375,-8.96875,-3.873046875,-6.703125,-7.203125,-6.2421875
7,-2.892578125,-4.66015625,-5.59765625,-7.66796875,-2.830078125,-3.1171875,-0.89306640625,-7.74609375,-5.01953125,-8.03125,-2.02734375,-0.91748046875,-5.73828125,-7.30859375,-5.91015625,-8.390625,-2.02734375,-6.01953125,-5.41015625,-6.11328125,-2.34375,-0.328369140625,-6.5390625,-7.96875,-7.1484375,-9.5859375,-3.921875,-6.578125,-7.2109375,-6.7109375,-2.525390625,-0.337158203125,-6.359375,-7.921875,-6.8828125,-9.4765625,-3.611328125,-6.484375,-7.0234375,-6.625,-2.515625,-0.3740234375,-6.2421875,-7.890625,-6.7421875,-9.34375,-3.546875,-6.4140625,-6.796875,-6.6171875,-2.60546875,-0.85595703125,-6.62109375,-8.0546875,-7.00390625,-8.4453125,-3.68359375,-6.78515625,-6.58203125,-6.32421875
8,-3.435546875,-4.82421875,-5.63671875,-8.4375,-2.568359375,-3.345703125,-1.9501953125,-8.296875,-4.81640625,-7.96484375,-2.13671875,-1.4345703125,-6.16796875,-6.82421875,-6.25390625,-7.1328125,-0.77783203125,-5.62890625,-6.25390625,-6.58984375,-4.33984375,-2.201171875,-7.33203125,-8.9609375,-6.33984375,-10.2109375,-2.388671875,-7.65234375,-5.77734375,-5.73828125,-3.52734375,-1.0029296875,-7.17578125,-8.3984375,-7.09765625,-9.8828125,-3.51171875,-7.18359375,-6.78515625,-6.15234375,-3.267578125,-1.095703125,-7.12890625,-8.328125,-6.98828125,-9.765625,-3.462890625,-7.19140625,-6.48046875,-6.01171875,-4.15234375,-1.7529296875,-7.83984375,-9.1953125,-7.29296875,-9.171875,-3.75390625,-7.91015625,-6.79296875,-6.66015625
9,-2.56640625,-4.33984375,-5.97265625,-7.63671875,-3.46484375,-3.3125,-0.3720703125,-7.83984375,-5.57421875,-7.55078125,-1.525390625,-1.134765625,-6.03125,-6.6640625,-5.375,-6.39453125,-1.087890625,-5.984375,-6.15625,-5.765625,-1.7822265625,-1.3759765625,-5.953125,-7.0234375,-4.8046875,-5.8515625,-0.8447265625,-6.3203125,-5.46875,-5.953125,-2.021484375,-0.75537109375,-6.34765625,-7.29296875,-6.80859375,-8.5390625,-2.943359375,-6.07421875,-6.45703125,-5.66796875,-2.060546875,-0.701171875,-6.01953125,-6.80078125,-6.97265625,-9.25,-2.701171875,-5.79296875,-6.68359375,-5.26171875,-2.49609375,-0.80859375,-6.25390625,-7.37890625,-7.14453125,-8.2734375,-3.58203125,-6.51953125,-6.80078125,-5.91796875
