,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-2.095703125,-4.546875,-3.603515625,-5.02734375,-6.16796875,-7.03515625
1,-2.69921875,-4.06640625,-3.470703125,-7.6640625,-7.6875,-7.94140625
2,-4.52734375,-5.921875,-7.1015625,-7.203125,-7.04296875,-7.78125
3,-2.76953125,-3.25390625,-2.6953125,-3.013671875,-4.2578125,-6.59765625
4,-2.265625,-6.08203125,-3.84375,-3.646484375,-4.234375,-6.4921875
5,-2.501953125,-3.5703125,-2.888671875,-7.43359375,-8.0625,-7.22265625
6,-2.763671875,-3.935546875,-6.0546875,-6.69140625,-6.80078125,-6.47265625
7,-2.41796875,-3.666015625,-3.646484375,-5.99609375,-7.85546875,-6.84765625
8,-2.716796875,-2.853515625,-7.05078125,-7.50390625,-7.125,-7.82421875
9,-4.5703125,-3.03515625,-5.4765625,-5.86328125,-7.37109375,-4.99609375
10,-2.705078125,-3.50390625,-4.9296875,-3.83203125,-4.1484375,-4.60546875
11,-2.546875,-3.205078125,-4.26171875,-4.4296875,-6.1484375,-2.5703125
12,-4.6484375,-4.3046875,-3.6640625,-5.17578125,-3.416015625,-7.1640625
13,-3.763671875,-3.40234375,-6.26953125,-7.05078125,-8.125,-7.953125
14,-2.560546875,-5.359375,-7.21875,-7.06640625,-7.51171875,-7.1875
15,-3.99609375,-5.66015625,-7.49609375,-7.98046875,-8.3515625,-7.9921875
16,-2.587890625,-3.78515625,-4.12890625,-5.06640625,-6.6640625,-6.57421875
17,-2.87109375,-2.958984375,-3.75390625,-6.23828125,-6.59375,-6.91015625
18,-4.10546875,-3.083984375,-2.646484375,-4.21875,-4.15625,-6.27734375
19,-4.859375,-5.55078125,-7.578125,-8.203125,-8.0078125,-8.0625
