,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-2.345703125,-4.6875,-3.7890625,-4.671875,-5.80859375,-7.03515625
1,-2.400390625,-3.408203125,-3.376953125,-7.45703125,-6.36328125,-7.94140625
2,-2.388671875,-5.5859375,-6.7890625,-7.22265625,-7.22265625,-7.78125
3,-2.40234375,-3.11328125,-3.640625,-2.7734375,-4.8828125,-6.59765625
4,-2.5625,-6.41015625,-4.87890625,-3.435546875,-3.62109375,-6.4921875
5,-2.5078125,-3.748046875,-3.16015625,-6.5625,-7.625,-7.22265625
6,-2.333984375,-3.33984375,-5.875,-6.2734375,-6.2734375,-6.47265625
7,-2.28125,-3.623046875,-3.33203125,-6.14453125,-7.69140625,-6.84765625
8,-2.267578125,-3.00390625,-6.3828125,-7.52734375,-7.52734375,-7.82421875
9,-2.80078125,-2.556640625,-4.7109375,-4.73828125,-6.3671875,-4.99609375
10,-2.6640625,-3.1328125,-4.91015625,-3.703125,-4.0078125,-4.60546875
11,-2.763671875,-4.203125,-3.78515625,-3.642578125,-5.3359375,-2.5703125
12,-3.00390625,-4.7421875,-4.0,-4.58203125,-3.279296875,-7.1640625
13,-2.3203125,-2.978515625,-6.64453125,-7.3046875,-7.4765625,-7.953125
14,-2.1953125,-5.1484375,-7.640625,-7.26171875,-7.53125,-7.1875
15,-2.755859375,-5.53515625,-6.37109375,-7.69921875,-7.765625,-7.9921875
16,-2.630859375,-3.619140625,-3.90234375,-4.84375,-6.46484375,-6.57421875
17,-2.1015625,-2.708984375,-3.501953125,-6.99609375,-6.80078125,-6.91015625
18,-2.638671875,-3.2578125,-3.599609375,-5.06640625,-3.86328125,-6.27734375
19,-3.119140625,-6.63671875,-6.85546875,-7.43359375,-7.43359375,-8.0625
