,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.9697265625,-1.9384765625,-2.810546875,-4.15625,-4.5,-4.75
1,-1.0791015625,-1.328125,-4.0859375,-5.0625,-5.421875,-6.078125
2,-0.525390625,-1.908203125,-3.57421875,-4.05859375,-3.71484375,-4.0234375
3,-0.65625,-2.95703125,-2.30859375,-3.30078125,-3.84765625,-4.546875
4,-0.84619140625,-1.5546875,-3.7890625,-4.10546875,-4.23046875,-3.658203125
5,-1.052734375,-1.3984375,-0.8505859375,-3.2734375,-3.751953125,-3.79296875
6,-0.8427734375,-3.525390625,-5.55078125,-5.8203125,-5.6953125,-4.953125
7,-1.2392578125,-0.8681640625,-0.8408203125,-3.49609375,-3.91015625,-3.74609375
8,-1.4921875,-2.681640625,-4.26171875,-4.42578125,-4.40234375,-5.671875
9,-0.85400390625,-3.595703125,-2.60546875,-2.66015625,-3.626953125,-3.21484375
10,-1.3916015625,-4.3125,-3.57421875,-4.35546875,-4.8203125,-4.74609375
11,-2.205078125,-1.1865234375,-2.4921875,-3.728515625,-4.48828125,-5.09375
12,-1.3173828125,-2.423828125,-3.30859375,-3.48046875,-4.41015625,-4.00390625
13,-1.1318359375,-1.51953125,-3.736328125,-2.15625,-3.970703125,-4.375
14,-1.326171875,-1.4033203125,-1.3046875,-2.59375,-4.05078125,-4.65234375
15,-0.79541015625,-1.935546875,-3.39453125,-3.92578125,-4.74609375,-4.51171875
16,-1.3798828125,-2.078125,-3.6953125,-4.55859375,-4.94140625,-4.05078125
17,-0.72265625,-3.42578125,-4.47265625,-4.55859375,-4.3984375,-4.2734375
18,-1.0673828125,-1.8330078125,-2.9921875,-1.9130859375,-2.955078125,-3.28515625
19,-0.444580078125,-0.80859375,-1.08203125,-2.962890625,-3.205078125,-3.224609375
