,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-1.095703125,-1.3076171875,-2.576171875,-4.6484375,-4.57421875,-4.75
1,-1.0673828125,-0.87109375,-3.771484375,-5.72265625,-6.03125,-6.078125
2,-1.0966796875,-1.7294921875,-3.33203125,-3.2578125,-3.6640625,-4.0234375
3,-0.763671875,-2.51171875,-2.427734375,-4.12109375,-4.80859375,-4.546875
4,-1.0576171875,-1.4560546875,-3.6015625,-3.80078125,-3.86328125,-3.658203125
5,-1.00390625,-2.16796875,-0.93505859375,-2.658203125,-3.794921875,-3.79296875
6,-0.61083984375,-2.91796875,-4.203125,-5.38671875,-5.68359375,-4.953125
7,-1.203125,-1.328125,-1.03515625,-3.39453125,-3.56640625,-3.74609375
8,-1.451171875,-2.08203125,-3.87890625,-3.9765625,-5.37890625,-5.671875
9,-0.6455078125,-3.443359375,-2.892578125,-2.77734375,-3.44921875,-3.21484375
10,-1.1611328125,-4.43359375,-2.94140625,-3.015625,-4.59765625,-4.74609375
11,-1.771484375,-0.91259765625,-1.8076171875,-2.767578125,-3.931640625,-5.09375
12,-1.9560546875,-1.1884765625,-3.720703125,-2.857421875,-3.99609375,-4.00390625
13,-1.1005859375,-1.984375,-3.974609375,-2.62890625,-2.951171875,-4.375
14,-0.779296875,-1.4326171875,-1.3134765625,-2.794921875,-3.923828125,-4.65234375
15,-0.74072265625,-1.1953125,-4.2265625,-4.27734375,-4.6640625,-4.51171875
16,-1.4150390625,-2.11328125,-3.8515625,-4.40234375,-4.34765625,-4.05078125
17,-0.67236328125,-3.376953125,-4.49609375,-4.65234375,-4.6171875,-4.2734375
18,-1.46484375,-2.234375,-3.564453125,-2.45703125,-2.83984375,-3.28515625
19,-0.8037109375,-0.85595703125,-1.4892578125,-2.9453125,-3.05078125,-3.224609375
