,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.41796875,-5.79296875,-6.11328125,-6.37890625,-6.38671875,-6.265625
1,-6.05859375,-6.703125,-5.89453125,-7.5078125,-6.98828125,-6.78125
2,-6.140625,-6.2578125,-5.5390625,-6.69140625,-7.10546875,-6.8828125
3,-6.44140625,-5.7734375,-5.67578125,-5.3671875,-6.1875,-6.49609375
4,-6.41015625,-5.96875,-6.1484375,-6.25,-6.19921875,-6.828125
5,-6.3828125,-5.32421875,-5.40234375,-5.3125,-6.671875,-6.90234375
6,-6.21875,-6.4140625,-6.109375,-6.83203125,-6.6875,-5.95703125
7,-6.2578125,-6.5859375,-5.59765625,-5.3203125,-6.6796875,-6.65234375
8,-6.10546875,-6.4140625,-5.96875,-6.07421875,-6.49609375,-7.3984375
9,-6.296875,-5.9921875,-5.15234375,-6.78125,-6.8203125,-6.49609375
10,-6.46875,-5.0625,-6.6171875,-7.1640625,-7.1640625,-6.88671875
11,-6.3359375,-6.6640625,-6.015625,-5.99609375,-5.4453125,-5.20703125
12,-5.9453125,-6.1328125,-5.94140625,-5.66015625,-5.72265625,-5.9140625
13,-6.28125,-6.703125,-7.38671875,-7.203125,-7.40234375,-6.6328125
14,-6.1484375,-6.0234375,-5.3046875,-6.5625,-6.29296875,-6.609375
15,-6.6875,-5.55859375,-5.50390625,-6.71875,-7.1640625,-7.16796875
16,-6.26171875,-6.03125,-7.34375,-6.29296875,-6.98828125,-6.98828125
17,-6.26171875,-5.93359375,-6.3359375,-6.75,-5.83984375,-5.89453125
18,-6.26171875,-5.9765625,-5.5546875,-5.36328125,-6.15234375,-5.89453125
19,-6.2109375,-5.72265625,-5.6640625,-6.3671875,-6.40625,-6.66796875
