,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-0.40087890625,-2.181640625,-8.6640625,-9.7890625,-9.1875,-8.515625
1,-0.65478515625,-3.875,-4.34375,-7.48828125,-5.90625,-7.28125
2,-0.378662109375,-5.75390625,-8.1171875,-9.7734375,-9.890625,-8.859375
3,-0.447998046875,-5.625,-8.8046875,-7.51953125,-6.9765625,-7.25
4,-0.305419921875,-2.115234375,-2.599609375,-6.7421875,-4.359375,-6.30859375
5,-0.385009765625,-2.146484375,-3.5625,-9.1796875,-9.296875,-8.859375
6,-0.285400390625,-3.896484375,-6.453125,-2.01171875,-7.7109375,-7.125
7,-0.3603515625,-7.3203125,-9.6640625,-8.7890625,-8.6171875,-9.1171875
8,-0.689453125,-2.48046875,-7.984375,-9.4375,-9.4375,-8.8671875
9,-0.58837890625,-7.94921875,-8.40625,-7.12890625,-6.7265625,-8.046875
10,-0.48779296875,-1.068359375,-0.94384765625,-2.005859375,-2.888671875,-8.328125
11,-0.48828125,-7.01953125,-8.71875,-8.78125,-8.78125,-8.3828125
12,-0.79248046875,-4.046875,-7.86328125,-9.09375,-9.1953125,-8.3515625
13,-0.7255859375,-1.673828125,-1.7939453125,-2.10546875,-3.966796875,-6.0078125
14,-0.455078125,-3.59375,-6.8203125,-7.12890625,-7.15625,-6.75390625
15,-0.88671875,-1.7216796875,-7.359375,-9.6015625,-10.3203125,-8.9765625
16,-0.59375,-1.9091796875,-2.50390625,-5.5703125,-7.99609375,-6.36328125
17,-0.348388671875,-1.59375,-5.09375,-6.0625,-8.5859375,-7.90625
18,-1.166015625,-9.3359375,-9.03125,-10.265625,-10.4609375,-9.7734375
19,-1.08984375,-1.5302734375,-5.53125,-7.0234375,-8.3359375,-6.48046875
