,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-0.364990234375,-1.4716796875,-9.078125,-9.8671875,-9.4765625,-8.515625
1,-0.59521484375,-3.064453125,-2.27734375,-7.68359375,-7.31640625,-7.28125
2,-0.291259765625,-7.1484375,-8.953125,-10.2109375,-10.53125,-8.859375
3,-0.51171875,-4.16015625,-7.90234375,-7.33203125,-7.92578125,-7.25
4,-0.53564453125,-2.751953125,-3.345703125,-4.6640625,-3.431640625,-6.30859375
5,-0.35791015625,-2.6875,-5.09375,-10.4921875,-10.6875,-8.859375
6,-0.32275390625,-3.154296875,-8.0,-2.3203125,-7.66015625,-7.125
7,-0.48681640625,-8.90625,-9.734375,-9.0390625,-9.265625,-9.1171875
8,-0.46875,-1.9921875,-8.7578125,-10.2734375,-10.3203125,-8.8671875
9,-0.7548828125,-7.3125,-8.2890625,-8.1484375,-7.75390625,-8.046875
10,-0.4775390625,-1.5947265625,-1.4013671875,-2.54296875,-2.4140625,-8.328125
11,-0.302001953125,-8.109375,-9.484375,-9.375,-9.328125,-8.3828125
12,-0.332763671875,-3.841796875,-9.109375,-9.140625,-9.28125,-8.3515625
13,-0.343994140625,-1.57421875,-1.9521484375,-2.20703125,-4.76953125,-6.0078125
14,-0.1829833984375,-2.642578125,-6.40625,-5.8984375,-6.4765625,-6.75390625
15,-0.931640625,-1.751953125,-8.5625,-10.4921875,-10.9296875,-8.9765625
16,-1.1455078125,-2.123046875,-2.572265625,-5.6796875,-7.484375,-6.36328125
17,-0.16748046875,-2.189453125,-5.34375,-9.0078125,-8.6796875,-7.90625
18,-0.8173828125,-10.328125,-10.828125,-11.5234375,-10.9296875,-9.7734375
19,-0.9521484375,-1.30859375,-5.75,-6.59765625,-8.375,-6.48046875
