,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-3.28125,-1.794921875,-2.193359375,-2.134765625,-4.02734375,-3.6953125
1,-2.857421875,-3.294921875,-6.12890625,-7.7265625,-7.51171875,-8.1953125
2,-3.75,-5.69921875,-8.2578125,-9.265625,-8.9296875,-9.2578125
3,-3.15625,-2.7578125,-1.7119140625,-2.15234375,-3.283203125,-5.30078125
4,-2.927734375,-3.642578125,-3.19921875,-2.513671875,-6.87109375,-8.1875
5,-3.353515625,-4.03125,-5.69921875,-9.046875,-8.8046875,-7.34375
6,-2.193359375,-5.7109375,-6.6640625,-7.51953125,-7.83203125,-7.7578125
7,-1.69140625,-1.4345703125,-5.453125,-6.140625,-5.52734375,-7.41015625
8,-3.42578125,-7.84375,-9.0078125,-9.6328125,-9.265625,-8.9453125
9,-3.294921875,-6.21875,-7.43359375,-6.8359375,-8.0859375,-8.4375
10,-3.951171875,-4.85546875,-8.796875,-9.1484375,-10.296875,-9.2265625
11,-3.322265625,-4.67578125,-5.87109375,-8.8515625,-9.0859375,-9.421875
12,-2.3671875,-3.814453125,-6.703125,-7.80078125,-8.0859375,-8.203125
13,-3.587890625,-5.48046875,-7.0703125,-6.328125,-9.546875,-7.73828125
14,-1.865234375,-1.791015625,-1.58984375,-2.4609375,-5.109375,-5.875
15,-3.68359375,-6.1796875,-9.375,-9.484375,-9.578125,-9.0078125
16,-3.40234375,-4.71484375,-4.9375,-4.390625,-5.16796875,-4.421875
17,-3.984375,-3.158203125,-2.662109375,-6.90625,-9.4140625,-8.9453125
18,-2.880859375,-4.828125,-8.5078125,-8.234375,-8.7265625,-8.3828125
19,-2.00390625,-7.671875,-8.46875,-8.390625,-8.5078125,-7.9609375
