,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.177734375,-2.138671875,-5.05859375,-4.35546875,-9.3359375,-9.203125
1,-1.01953125,-6.265625,-8.1015625,-8.15625,-8.25,-7.05078125
2,-1.69140625,-5.3671875,-7.2421875,-9.9765625,-10.8359375,-9.0703125
3,-1.5966796875,-4.6171875,-8.3671875,-8.71875,-8.9921875,-7.15234375
4,-1.619140625,-2.919921875,-2.8359375,-1.5048828125,-1.3837890625,-2.287109375
5,-1.3740234375,-3.603515625,-8.953125,-8.8671875,-9.28125,-9.96875
6,-1.95703125,-3.673828125,-5.5234375,-7.6015625,-5.5234375,-6.03125
7,-1.548828125,-7.26171875,-7.3828125,-6.3359375,-7.28125,-9.390625
8,-2.41015625,-6.125,-9.8671875,-8.609375,-9.21875,-7.19921875
9,-2.587890625,-3.470703125,-4.57421875,-6.26171875,-7.67578125,-6.94921875
10,-2.177734375,-6.078125,-7.08203125,-9.1171875,-9.1171875,-8.4375
11,-2.3359375,-6.32421875,-7.03515625,-8.6171875,-8.0078125,-6.74609375
12,-3.06640625,-3.666015625,-7.05859375,-7.74609375,-7.6953125,-8.125
13,-2.05859375,-2.173828125,-2.197265625,-4.84765625,-4.76953125,-7.88671875
14,-1.90234375,-6.171875,-7.08203125,-6.9765625,-5.94140625,-6.3203125
15,-1.623046875,-5.5859375,-3.828125,-7.66015625,-9.796875,-8.515625
16,-1.529296875,-5.2265625,-7.91796875,-9.2109375,-9.7421875,-8.3984375
17,-1.517578125,-4.15625,-4.96484375,-4.60546875,-6.99609375,-6.171875
18,-1.3095703125,-6.27734375,-5.734375,-7.08203125,-8.828125,-8.828125
19,-1.447265625,-2.265625,-6.3671875,-6.65625,-6.83984375,-7.79296875
