,agent0_elephant,agent1_elephant,agent2_elephant
0,0.0520833333333333,0.1145833333333333,0.0625
1,0.1041666666666666,0.1354166666666666,0.0520833333333333
2,0.0520833333333333,0.1770833333333333,0.0
3,0.1770833333333333,0.0625,0.0208333333333333
4,0.4166666666666667,0.28125,0.03125
5,0.0729166666666666,0.0520833333333333,0.0104166666666666
6,0.0833333333333333,0.0208333333333333,0.0208333333333333
7,0.0729166666666666,0.0833333333333333,0.0104166666666666
8,0.03125,0.09375,0.03125
9,0.125,0.09375,0.15625
