,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.42578125,-0.5224609375,-0.9091796875,-1.1884765625,-1.76171875,-2.056640625
1,-0.56689453125,-0.43994140625,-1.03125,-2.46875,-2.4765625,-2.3828125
2,-0.55322265625,-2.0703125,-2.37890625,-2.419921875,-2.60546875,-2.521484375
3,-0.37744140625,-0.5439453125,-2.70703125,-2.201171875,-2.271484375,-2.40625
4,-0.95068359375,-0.85888671875,-1.169921875,-1.490234375,-0.96240234375,-1.3642578125
5,-1.08203125,-1.216796875,-1.5458984375,-0.9091796875,-1.08984375,-1.4130859375
6,-0.541015625,-1.3662109375,-1.98046875,-2.76171875,-1.95703125,-0.9306640625
7,-0.62451171875,-0.49853515625,-2.99609375,-2.67578125,-2.77734375,-1.9658203125
8,-1.025390625,-0.6806640625,-1.0947265625,-2.4296875,-2.435546875,-2.228515625
9,-0.88232421875,-1.6650390625,-1.1318359375,-1.376953125,-2.142578125,-2.142578125
10,-0.5185546875,-1.064453125,-3.52734375,-3.24609375,-3.548828125,-2.39453125
11,-0.95849609375,-2.123046875,-2.46875,-2.498046875,-2.5390625,-2.369140625
12,-0.501953125,-1.3056640625,-2.427734375,-2.01953125,-2.744140625,-2.490234375
13,-0.7841796875,-2.75390625,-2.373046875,-2.009765625,-2.400390625,-2.724609375
14,-1.5537109375,-0.86865234375,-2.09765625,-2.650390625,-2.16796875,-2.55078125
15,-0.6279296875,-2.1484375,-2.2265625,-2.171875,-2.357421875,-2.4140625
16,-0.51123046875,-1.4580078125,-0.91162109375,-1.97265625,-2.35546875,-1.984375
17,-0.481689453125,-0.83544921875,-0.6591796875,-2.0625,-1.876953125,-1.8076171875
18,-0.9306640625,-1.67578125,-2.001953125,-2.359375,-2.19140625,-2.431640625
19,-0.6728515625,-0.94775390625,-0.9775390625,-2.6171875,-2.2109375,-2.421875
