,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.552734375,-0.4267578125,-0.140625,-1.7509765625,-2.490234375,-2.646484375
1,-0.4609375,-0.7109375,-0.66259765625,-1.138671875,-2.40625,-2.302734375
2,-0.369384765625,-0.37060546875,-1.4599609375,-1.1279296875,-2.716796875,-2.306640625
3,-0.455078125,-1.4921875,-1.4248046875,-1.95703125,-2.4453125,-2.1953125
4,-0.464111328125,-1.0888671875,-0.70654296875,-0.7392578125,-0.560546875,-0.80126953125
5,-0.78076171875,-0.65673828125,-1.0615234375,-0.982421875,-3.123046875,-3.470703125
6,-0.5712890625,-0.78564453125,-1.9599609375,-2.169921875,-2.22265625,-3.359375
7,-0.6650390625,-0.7236328125,-2.076171875,-2.09375,-2.154296875,-2.63671875
8,-0.54931640625,-0.8017578125,-1.4951171875,-1.0107421875,-0.76025390625,-0.2493896484375
9,-0.5546875,-1.6318359375,-0.28271484375,-0.68994140625,-2.11328125,-1.9794921875
10,-0.60888671875,-0.396240234375,-0.38916015625,-1.052734375,-2.6796875,-2.560546875
11,-1.1328125,-0.97412109375,-2.55859375,-2.22265625,-1.599609375,-1.3017578125
12,-0.64208984375,-2.283203125,-2.599609375,-2.599609375,-2.599609375,-2.22265625
13,-0.433837890625,-0.64306640625,-2.61328125,-2.783203125,-2.72265625,-2.572265625
14,-1.19921875,-1.8681640625,-2.396484375,-2.232421875,-1.48828125,-2.005859375
15,-0.67431640625,-0.7333984375,-0.56103515625,-0.2318115234375,-0.266845703125,-0.5458984375
16,-0.51904296875,-0.97021484375,-1.0654296875,-1.67578125,-0.9609375,-2.212890625
17,-0.517578125,-0.9169921875,-1.3857421875,-2.51953125,-2.833984375,-2.57421875
18,-0.55078125,-0.65869140625,-2.052734375,-2.203125,-2.8359375,-2.896484375
19,-1.5,-1.9521484375,-1.5830078125,-1.6318359375,-2.736328125,-2.181640625
