,elephant,koala,dolphin,orangutan,panda,lion,kangaroo,penguin,giraffe,chimpanzee
base,-2.6565005779266357,-7.576663017272949,-0.614331066608429,-6.350269317626953,-7.350954055786133,-7.599085807800293,-8.176045417785645,-7.811774730682373,-4.672855377197266,-6.818859100341797
