,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.671875,-6.83984375,-7.90625,-8.0390625,-7.609375,-7.7421875
1,-3.24609375,-4.0625,-7.22265625,-8.4921875,-9.015625,-7.8203125
2,-3.91796875,-8.2734375,-9.3046875,-9.3046875,-8.7734375,-8.3984375
3,-4.2578125,-4.4609375,-4.015625,-4.171875,-5.66015625,-4.7421875
4,-3.8671875,-3.03515625,-4.203125,-6.1015625,-6.68359375,-6.41015625
5,-3.544921875,-4.5703125,-6.5390625,-7.52734375,-7.546875,-6.6796875
6,-3.353515625,-5.03515625,-6.46484375,-5.54296875,-7.07421875,-6.3203125
7,-3.904296875,-4.046875,-4.65625,-5.60546875,-8.484375,-9.1640625
8,-3.53125,-3.134765625,-2.587890625,-7.09375,-7.3828125,-6.890625
9,-3.853515625,-5.703125,-7.26953125,-7.15625,-6.42578125,-5.8203125
10,-3.921875,-7.64453125,-8.671875,-7.765625,-7.87109375,-8.46875
11,-3.662109375,-4.46484375,-4.10546875,-5.75,-6.15625,-6.1484375
12,-3.826171875,-6.20703125,-5.6328125,-6.0234375,-6.3671875,-6.15234375
13,-3.087890625,-5.19140625,-7.3828125,-6.76171875,-8.5859375,-7.90234375
14,-3.53125,-4.7109375,-3.39453125,-5.828125,-8.53125,-7.5078125
15,-3.455078125,-2.845703125,-6.40625,-7.859375,-8.0859375,-7.56640625
16,-3.53125,-4.0703125,-7.8671875,-9.1953125,-9.2578125,-7.87890625
17,-3.873046875,-4.18359375,-4.65234375,-6.9765625,-8.40625,-8.453125
18,-4.12109375,-4.05859375,-6.828125,-7.140625,-7.69140625,-6.01171875
19,-3.57421875,-2.85546875,-6.6796875,-8.140625,-8.2265625,-8.5390625
