,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,0.0052083333333333,0.0,0.0,0.0,0.0052083333333333,0.0
1,0.046875,0.1927083333333333,0.0,0.0,0.0,0.0052083333333333
2,0.046875,0.0,0.0,0.0,0.0,0.0052083333333333
3,0.015625,0.03125,0.03125,0.0364583333333333,0.015625,0.0104166666666666
4,0.0260416666666666,0.0625,0.0,0.0,0.0,0.0
5,0.0885416666666666,0.1875,0.015625,0.0,0.0,0.0052083333333333
6,0.2083333333333333,0.171875,0.0208333333333333,0.0,0.0104166666666666,0.0
7,0.0520833333333333,0.0416666666666666,0.046875,0.03125,0.0052083333333333,0.0
8,0.0052083333333333,0.0364583333333333,0.1614583333333333,0.0,0.0,0.0
9,0.2239583333333333,0.0104166666666666,0.0,0.0,0.015625,0.0104166666666666
10,0.0104166666666666,0.0,0.0,0.0,0.0,0.0
11,0.0104166666666666,0.0416666666666666,0.0104166666666666,0.0,0.0052083333333333,0.0
12,0.2083333333333333,0.0,0.0,0.0052083333333333,0.0,0.0
13,0.1510416666666666,0.0520833333333333,0.0,0.109375,0.0,0.0
14,0.2395833333333333,0.5260416666666666,0.40625,0.0208333333333333,0.0,0.0
15,0.0104166666666666,0.0260416666666666,0.0052083333333333,0.0,0.0,0.0
16,0.0885416666666666,0.0729166666666666,0.0,0.0,0.0052083333333333,0.0
17,0.0,0.0052083333333333,0.0104166666666666,0.0,0.0052083333333333,0.0052083333333333
18,0.0833333333333333,0.0520833333333333,0.0,0.0,0.0,0.0104166666666666
19,0.0104166666666666,0.0208333333333333,0.0,0.0,0.0,0.0
