,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-4.734375,-7.125,-6.8203125,-6.5625,-5.87890625,-6.2265625
1,-4.76953125,-7.6328125,-7.12109375,-6.80078125,-6.55078125,-5.98046875
