,agent0_penguin,agent1_penguin
0,0.2760416666666667,1.0
1,0.2979166666666666,1.0
2,0.25,1.0
3,0.246875,1.0
4,0.321875,1.0
5,0.3291666666666666,1.0
6,0.2375,1.0
7,0.2677083333333333,1.0
8,0.4010416666666667,0.6958333333333333
9,0.5697916666666667,0.19375
