,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.998046875,-7.98828125,-7.56640625,-7.46875,-8.5625,-8.2265625
1,-3.171875,-6.37890625,-7.34765625,-8.140625,-7.62890625,-8.9453125
2,-3.6640625,-6.69140625,-4.63671875,-7.89453125,-9.140625,-9.53125
3,-4.37109375,-7.74609375,-9.3359375,-8.5,-6.8359375,-6.93359375
4,-3.42578125,-7.125,-6.21875,-5.50390625,-8.2421875,-5.91796875
5,-3.705078125,-7.859375,-7.8359375,-8.984375,-8.9453125,-8.5390625
6,-3.267578125,-7.42578125,-8.140625,-9.0234375,-9.0234375,-8.7890625
7,-2.59375,-6.484375,-6.8125,-7.46875,-8.8828125,-8.7265625
8,-4.05859375,-6.9453125,-6.64453125,-7.1328125,-8.5390625,-9.4375
9,-3.224609375,-6.3203125,-9.1484375,-8.84375,-8.8125,-8.3203125
10,-3.76953125,-7.0625,-7.8671875,-7.96875,-7.53125,-8.2421875
11,-3.912109375,-6.6953125,-8.0859375,-8.0859375,-8.0859375,-8.734375
12,-3.607421875,-7.40234375,-7.48046875,-6.66796875,-7.66015625,-7.87109375
13,-3.728515625,-7.125,-9.0234375,-8.8359375,-9.203125,-8.6484375
14,-3.68359375,-6.65625,-6.7421875,-7.58984375,-8.15625,-7.4921875
15,-2.837890625,-6.9296875,-7.32421875,-9.1171875,-9.0859375,-8.859375
16,-3.880859375,-7.14453125,-7.421875,-7.68359375,-8.1640625,-7.96875
17,-3.26953125,-5.9296875,-5.5234375,-9.3046875,-8.7265625,-8.3984375
18,-2.873046875,-6.4609375,-6.23046875,-7.359375,-8.0625,-7.4765625
19,-3.31640625,-6.84765625,-7.19921875,-5.92578125,-8.65625,-9.2734375
