,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.861328125,-6.7421875,-7.9296875,-8.40625,-8.734375,-8.2265625
1,-3.587890625,-5.86328125,-8.0234375,-8.0234375,-8.0234375,-8.9453125
2,-3.580078125,-7.0234375,-7.34375,-8.0859375,-9.5703125,-9.53125
3,-3.84375,-7.96484375,-9.3828125,-8.890625,-7.28125,-6.93359375
4,-3.19140625,-6.37890625,-5.34765625,-5.03125,-6.109375,-5.91796875
5,-3.630859375,-7.74609375,-8.4453125,-8.8125,-8.75,-8.5390625
6,-3.208984375,-7.7890625,-8.640625,-9.25,-9.234375,-8.7890625
7,-3.75,-6.234375,-7.5078125,-7.51171875,-8.734375,-8.7265625
8,-4.2265625,-7.23046875,-7.20703125,-7.96484375,-8.8203125,-9.4375
9,-4.625,-7.13671875,-8.890625,-8.3359375,-8.46875,-8.3203125
10,-4.015625,-7.36328125,-8.3359375,-8.46875,-7.58203125,-8.2421875
11,-4.0,-7.40625,-8.3828125,-8.2734375,-8.609375,-8.734375
12,-4.33203125,-6.828125,-7.390625,-6.2734375,-8.3046875,-7.87109375
13,-4.27734375,-7.3828125,-9.1875,-9.1640625,-9.96875,-8.6484375
14,-3.931640625,-6.2421875,-6.98046875,-7.83984375,-8.359375,-7.4921875
15,-3.216796875,-7.25,-9.140625,-9.1796875,-9.296875,-8.859375
16,-4.53515625,-7.671875,-7.484375,-8.046875,-8.3046875,-7.96875
17,-3.552734375,-6.37890625,-6.35546875,-9.3046875,-9.046875,-8.3984375
18,-3.359375,-6.2578125,-7.24609375,-8.78125,-8.4375,-7.4765625
19,-3.880859375,-7.44921875,-7.5078125,-7.14453125,-9.28125,-9.2734375
