,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,0.0520833333333333,0.0208333333333333,0.0052083333333333,0.0,0.0052083333333333,0.0104166666666666
1,0.015625,0.015625,0.0052083333333333,0.0104166666666666,0.0,0.0052083333333333
2,0.0364583333333333,0.0,0.0052083333333333,0.0104166666666666,0.0,0.0052083333333333
3,0.015625,0.0052083333333333,0.0,0.0,0.0,0.0052083333333333
4,0.0208333333333333,0.0,0.0104166666666666,0.0104166666666666,0.0,0.0364583333333333
5,0.0364583333333333,0.0,0.0,0.0104166666666666,0.0052083333333333,0.0364583333333333
6,0.0052083333333333,0.0,0.0,0.0,0.0208333333333333,0.0
7,0.0104166666666666,0.0,0.0,0.0,0.0,0.0052083333333333
8,0.0520833333333333,0.0,0.0104166666666666,0.015625,0.0,0.0052083333333333
9,0.0416666666666666,0.0104166666666666,0.0104166666666666,0.0,0.0052083333333333,0.0104166666666666
10,0.0104166666666666,0.0,0.0104166666666666,0.0,0.0052083333333333,0.0104166666666666
11,0.0260416666666666,0.0,0.0052083333333333,0.0052083333333333,0.0052083333333333,0.0104166666666666
12,0.0520833333333333,0.0052083333333333,0.0,0.0208333333333333,0.0208333333333333,0.0416666666666666
13,0.0208333333333333,0.0052083333333333,0.0,0.0104166666666666,0.0,0.0104166666666666
14,0.015625,0.0208333333333333,0.0052083333333333,0.0104166666666666,0.0,0.015625
15,0.0208333333333333,0.0,0.0,0.0,0.0260416666666666,0.0104166666666666
16,0.0260416666666666,0.0,0.0,0.0572916666666666,0.0104166666666666,0.0208333333333333
17,0.0208333333333333,0.0052083333333333,0.0208333333333333,0.0,0.0104166666666666,0.0052083333333333
18,0.03125,0.0,0.0,0.0104166666666666,0.0052083333333333,0.0
19,0.03125,0.0104166666666666,0.0,0.0052083333333333,0.015625,0.0
