,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.6162109375,-2.900390625,-3.4765625,-7.828125,-9.9765625,-9.28125
1,-0.84228515625,-3.44921875,-2.859375,-7.078125,-8.1875,-7.703125
2,-0.97998046875,-8.234375,-8.953125,-9.109375,-9.109375,-8.6328125
3,-0.63623046875,-6.4375,-8.4375,-8.1640625,-7.84375,-7.45703125
4,-1.71484375,-4.73046875,-7.61328125,-8.5859375,-7.40625,-9.71875
5,-0.935546875,-3.640625,-8.0703125,-8.15625,-9.234375,-8.453125
6,-1.169921875,-2.8359375,-7.265625,-9.578125,-9.7890625,-8.2109375
7,-1.875,-2.537109375,-2.353515625,-3.6484375,-8.5078125,-9.5390625
8,-1.93359375,-3.73828125,-5.41796875,-3.990234375,-5.03125,-7.03125
9,-0.822265625,-8.3046875,-9.609375,-9.609375,-9.609375,-8.4453125
10,-1.677734375,-4.84765625,-5.83984375,-4.2109375,-6.6796875,-6.5859375
11,-1.7294921875,-4.5625,-5.4609375,-6.3828125,-9.671875,-9.015625
12,-2.607421875,-2.57421875,-2.8125,-3.234375,-3.55078125,-7.63671875
13,-1.630859375,-5.52734375,-6.04296875,-8.6171875,-10.046875,-8.140625
14,-2.08203125,-5.18359375,-8.984375,-9.375,-9.953125,-7.8984375
15,-0.80517578125,-5.90625,-8.625,-9.84375,-9.046875,-8.9609375
16,-1.4111328125,-2.552734375,-2.365234375,-5.140625,-8.7109375,-7.9765625
17,-0.767578125,-7.34765625,-9.3203125,-9.3203125,-9.3203125,-8.6875
18,-2.361328125,-7.23828125,-9.453125,-9.453125,-9.453125,-7.69921875
19,-1.6298828125,-4.32421875,-4.80859375,-5.80078125,-7.296875,-8.9375
