,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.205078125,-2.818359375,-3.431640625,-7.7109375,-10.359375,-9.28125
1,-0.71875,-3.068359375,-2.47265625,-9.0625,-9.5546875,-7.703125
2,-0.849609375,-8.7578125,-9.75,-9.8125,-9.6328125,-8.6328125
3,-0.83935546875,-5.84765625,-8.6484375,-8.0,-7.40234375,-7.45703125
4,-2.603515625,-5.140625,-6.9375,-9.46875,-8.25,-9.71875
5,-0.6982421875,-3.232421875,-8.2265625,-9.2109375,-9.3828125,-8.453125
6,-0.580078125,-2.3203125,-8.9765625,-10.2421875,-9.828125,-8.2109375
7,-1.3779296875,-2.390625,-2.373046875,-3.3984375,-9.4140625,-9.5390625
8,-1.2216796875,-4.8203125,-7.203125,-4.64453125,-5.359375,-7.03125
9,-0.8837890625,-9.4609375,-9.8203125,-9.8203125,-9.8203125,-8.4453125
10,-0.96337890625,-3.876953125,-5.59375,-4.1953125,-7.14453125,-6.5859375
11,-1.408203125,-5.1484375,-5.43359375,-7.921875,-10.328125,-9.015625
12,-1.9267578125,-3.30078125,-2.439453125,-3.248046875,-3.8359375,-7.63671875
13,-1.6162109375,-6.375,-8.0703125,-10.1015625,-10.359375,-8.140625
14,-2.091796875,-5.8203125,-10.0625,-10.2421875,-10.4765625,-7.8984375
15,-1.0234375,-8.171875,-8.9609375,-9.9296875,-9.515625,-8.9609375
16,-1.333984375,-3.62109375,-3.435546875,-6.5234375,-9.3828125,-7.9765625
17,-0.53759765625,-9.3203125,-10.15625,-10.15625,-9.53125,-8.6875
18,-1.849609375,-9.2109375,-9.78125,-9.78125,-9.453125,-7.69921875
19,-1.779296875,-4.37109375,-5.59375,-7.51171875,-7.50390625,-8.9375
