,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.48046875,-6.5234375,-5.6953125,-6.99609375,-7.1484375,-7.515625
1,-6.36328125,-6.4296875,-6.71484375,-8.7265625,-6.265625,-6.78125
2,-6.0234375,-5.9296875,-5.75390625,-6.00390625,-5.3359375,-6.07421875
3,-6.38671875,-6.703125,-7.1796875,-6.77734375,-6.5078125,-6.69140625
4,-6.28515625,-5.90234375,-6.04296875,-6.80859375,-7.3671875,-7.16015625
5,-5.94921875,-5.75390625,-6.00390625,-6.9765625,-7.88671875,-7.03515625
6,-6.12890625,-6.3359375,-6.38671875,-6.1953125,-5.7109375,-6.98828125
7,-6.3671875,-5.96484375,-6.00390625,-6.4765625,-6.58984375,-6.453125
8,-6.3046875,-6.11328125,-5.72265625,-5.296875,-5.71875,-5.9765625
9,-6.5546875,-6.50390625,-5.91796875,-6.1484375,-5.6484375,-6.22265625
10,-6.46875,-6.05078125,-5.7421875,-6.03125,-6.73828125,-7.87109375
11,-6.26953125,-6.703125,-6.30859375,-6.19921875,-6.59375,-7.2265625
12,-6.453125,-6.49609375,-6.41796875,-6.3515625,-6.44140625,-6.796875
13,-6.1171875,-6.296875,-6.1640625,-6.46875,-7.08203125,-7.08203125
14,-7.125,-6.51171875,-6.71484375,-6.26171875,-6.86328125,-6.28515625
15,-5.73046875,-6.52734375,-6.40625,-6.47265625,-6.41015625,-6.37890625
16,-6.39453125,-6.265625,-7.01953125,-6.80078125,-6.90625,-7.1015625
17,-6.34375,-6.296875,-5.890625,-6.3125,-6.71484375,-6.79296875
18,-5.953125,-5.5390625,-6.40625,-6.40625,-6.7109375,-6.91015625
19,-6.1328125,-6.40234375,-6.11328125,-6.44140625,-6.4921875,-6.50390625
