,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,0.0208333333333333,0.1614583333333333,0.046875,0.0729166666666666,0.03125,0.0364583333333333
1,0.0208333333333333,0.015625,0.0833333333333333,0.0364583333333333,0.1666666666666666,0.09375
2,0.0625,0.0885416666666666,0.0416666666666666,0.3645833333333333,0.2864583333333333,0.21875
3,0.0104166666666666,0.3072916666666667,0.453125,0.5416666666666666,0.5833333333333334,0.046875
4,0.0520833333333333,0.0572916666666666,0.1979166666666666,0.03125,0.234375,0.0677083333333333
5,0.1666666666666666,0.0052083333333333,0.015625,0.2552083333333333,0.5052083333333334,0.359375
6,0.0208333333333333,0.3854166666666667,0.2447916666666666,0.1979166666666666,0.1770833333333333,0.234375
7,0.015625,0.0729166666666666,0.0416666666666666,0.375,0.328125,0.1041666666666666
8,0.0260416666666666,0.3385416666666667,0.3333333333333333,0.1822916666666666,0.3489583333333333,0.21875
9,0.0208333333333333,0.0052083333333333,0.0260416666666666,0.390625,0.3229166666666667,0.1822916666666666
10,0.046875,0.4583333333333333,0.2604166666666667,0.2864583333333333,0.28125,0.3125
11,0.0677083333333333,0.0416666666666666,0.0260416666666666,0.03125,0.2135416666666666,0.0833333333333333
12,0.0625,0.0572916666666666,0.28125,0.1875,0.4322916666666667,0.2291666666666666
13,0.0677083333333333,0.0416666666666666,0.1041666666666666,0.0885416666666666,0.078125,0.1041666666666666
14,0.03125,0.1770833333333333,0.1979166666666666,0.2708333333333333,0.3958333333333333,0.25
15,0.109375,0.0833333333333333,0.4375,0.2135416666666666,0.328125,0.2083333333333333
16,0.015625,0.0625,0.3489583333333333,0.2604166666666667,0.28125,0.1302083333333333
17,0.03125,0.0104166666666666,0.2552083333333333,0.390625,0.359375,0.140625
18,0.0625,0.171875,0.4322916666666667,0.4270833333333333,0.5520833333333334,0.3854166666666667
19,0.0416666666666666,0.0416666666666666,0.0520833333333333,0.0364583333333333,0.21875,0.06770833333333333
