,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.169921875,-4.9453125,-2.966796875,-3.611328125,-2.8359375,-3.328125
1,-1.40625,-2.6484375,-0.71240234375,-1.478515625,-8.8515625,-6.87109375
2,-1.5546875,-0.7294921875,-4.5625,-8.2734375,-9.8125,-8.171875
3,-2.97265625,-4.83203125,-7.27734375,-9.1875,-8.390625,-8.3359375
4,-1.1455078125,-0.986328125,-0.6962890625,-6.33203125,-9.796875,-8.296875
5,-0.8291015625,-2.34765625,-7.1015625,-9.5078125,-6.00390625,-5.53125
6,-1.5126953125,-8.6875,-9.5234375,-9.7578125,-10.6875,-9.21875
7,-1.4169921875,-5.16796875,-4.0078125,-7.38671875,-9.4453125,-9.5234375
8,-1.91796875,-6.76953125,-9.8671875,-10.734375,-10.4921875,-9.1484375
9,-1.74609375,-2.751953125,-6.859375,-9.7734375,-10.0390625,-9.6484375
10,-1.2763671875,-8.53125,-9.453125,-9.234375,-9.25,-6.91796875
11,-1.37890625,-3.626953125,-5.453125,-2.29296875,-9.1875,-9.0390625
12,-0.9873046875,-4.05859375,-7.76953125,-9.6328125,-10.2890625,-9.40625
13,-1.416015625,-1.845703125,-6.50390625,-2.32421875,-7.38671875,-7.671875
14,-1.310546875,-8.5,-9.1328125,-9.4296875,-8.515625,-7.76953125
15,-0.9052734375,-3.671875,-9.6875,-9.296875,-10.1640625,-7.19140625
16,-1.4140625,-6.484375,-9.0,-10.4921875,-10.421875,-8.71875
17,-1.94140625,-3.892578125,-10.0,-10.5546875,-10.7578125,-9.6171875
18,-3.349609375,-4.19921875,-8.6015625,-9.4296875,-9.046875,-8.8828125
19,-0.94677734375,-3.486328125,-6.58203125,-5.609375,-5.91796875,-7.453125
