,agent0_elephant,agent1_elephant
0,0.296875,0.0385416666666666
1,0.3395833333333333,0.0447916666666666
2,0.3177083333333333,0.05
3,0.3229166666666667,0.028125
4,0.3072916666666667,0.0395833333333333
5,0.3083333333333333,0.034375
6,0.3302083333333333,0.0354166666666666
7,0.3270833333333333,0.028125
8,0.475,0.8375
9,0.3572916666666667,0.43333333333333335
