,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.75390625,-4.91015625,-5.90625,-6.14453125,-6.48828125,-5.9140625
1,-4.16015625,-3.837890625,-4.37890625,-4.2890625,-5.34765625,-4.75390625
2,-4.609375,-4.48046875,-4.22265625,-5.90234375,-5.26953125,-5.4765625
3,-4.28125,-3.9609375,-4.2734375,-3.966796875,-6.1875,-6.453125
4,-3.408203125,-4.75,-4.59765625,-4.9296875,-5.37109375,-5.13671875
5,-3.828125,-5.76171875,-4.51953125,-6.2109375,-6.5625,-6.07421875
6,-3.44921875,-4.09375,-3.77734375,-4.27734375,-6.4453125,-6.6640625
7,-4.83984375,-4.48828125,-5.43359375,-5.6171875,-6.11328125,-6.1484375
8,-4.0234375,-4.1796875,-4.9140625,-6.25,-6.96484375,-7.09765625
9,-3.947265625,-4.79296875,-3.69140625,-4.171875,-5.57421875,-5.5859375
10,-3.388671875,-5.17578125,-5.1875,-6.140625,-6.1875,-6.60546875
11,-4.03125,-3.796875,-3.80078125,-5.71484375,-5.3046875,-5.03125
12,-4.38671875,-4.4453125,-4.859375,-5.109375,-6.28515625,-6.18359375
13,-3.595703125,-4.10546875,-4.8046875,-4.69921875,-6.1328125,-5.66796875
14,-4.41796875,-4.31640625,-5.7109375,-6.95703125,-7.6796875,-6.87109375
15,-3.603515625,-4.65625,-4.49609375,-4.83984375,-4.9453125,-5.39453125
16,-3.6953125,-3.646484375,-3.5703125,-4.23828125,-3.333984375,-6.26171875
17,-3.75,-4.68359375,-3.716796875,-4.09375,-5.2734375,-5.73046875
18,-3.658203125,-4.875,-4.03515625,-3.732421875,-4.84375,-4.734375
19,-3.212890625,-4.8828125,-4.53125,-6.96875,-6.98828125,-6.578125
