,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-4.078125,-4.296875,-5.1796875,-6.69921875,-6.98828125,-5.9140625
1,-4.234375,-3.4453125,-4.09375,-4.4765625,-5.015625,-4.75390625
2,-4.1875,-4.2421875,-4.33203125,-4.8828125,-4.8828125,-5.4765625
3,-4.08203125,-3.76953125,-4.515625,-3.53515625,-5.97265625,-6.453125
4,-3.435546875,-4.6796875,-4.5,-4.81640625,-5.1796875,-5.13671875
5,-4.44140625,-5.58203125,-4.4921875,-6.52734375,-6.61328125,-6.07421875
6,-3.875,-3.95703125,-3.84765625,-4.046875,-5.78125,-6.6640625
7,-4.1015625,-3.587890625,-4.609375,-5.00390625,-5.6953125,-6.1484375
8,-4.44140625,-4.69140625,-5.14453125,-5.8984375,-6.79296875,-7.09765625
9,-3.90234375,-4.421875,-3.33984375,-4.11328125,-4.82421875,-5.5859375
10,-3.4453125,-5.37109375,-5.03515625,-4.73046875,-6.01171875,-6.60546875
11,-4.29296875,-3.740234375,-3.796875,-6.16796875,-5.1484375,-5.03125
12,-4.1953125,-5.0234375,-4.1953125,-5.44140625,-6.3046875,-6.18359375
13,-3.94140625,-4.3828125,-5.21484375,-4.6328125,-5.71875,-5.66796875
14,-4.24609375,-4.42578125,-5.796875,-6.5390625,-7.56640625,-6.87109375
15,-3.80078125,-4.03515625,-4.28125,-4.6015625,-4.99609375,-5.39453125
16,-3.8046875,-4.3203125,-3.724609375,-4.77734375,-3.59765625,-6.26171875
17,-3.830078125,-5.265625,-3.794921875,-3.65234375,-4.61328125,-5.73046875
18,-3.7578125,-5.0234375,-3.814453125,-3.89453125,-5.21875,-4.734375
19,-3.265625,-4.19921875,-4.42578125,-6.5703125,-7.3046875,-6.578125
